game_date,home_team,away_team,period,game_seconds,time_since_pass,home_team_goals,away_team_goals,team,game_state,passer,shooter,pass_x,pass_y,rec_x,rec_y,shot_x,shot_y,shot_type,shot_outcome,shot_traffic,shot_onetimer,pass_dist,pass_angle,shooter_dist,shot_dist,shot_angle
2021-01-24,Boston Pride,Buffalo Beauts,3,3126,2,5,1,Buffalo Beauts,5v5,Marie-Jo Pelletier,Iveta Klimasova,107,3,112,16,146,23,Snapshot,On Net,FALSE,FALSE,13.92838827718412,26.003345844511443,34.713109915419565,47.4236228055175,24.94390526342458
2021-01-24,Boston Pride,Buffalo Beauts,3,3143,1,5,1,Boston Pride,5v5,Mary Parker,Lexie Laing,161,32,182,56,182,56,Snapshot,Missed,FALSE,TRUE,31.89043743820395,21.447736327105353,0,14.7648230602334,-61.69924423399363
2021-01-24,Boston Pride,Buffalo Beauts,3,3377,2,5,1,Buffalo Beauts,5v5,Jordan Juron,Erin Gehen,169,12,132,34,147,29,Snapshot,On Net,FALSE,FALSE,43.04648650006177,57.17145820858748,15.811388300841896,44.27188724235731,18.43494882292201
2021-01-24,Boston Pride,Buffalo Beauts,3,3397,0,5,1,Buffalo Beauts,5v4,Cassidy MacPherson,Erin Gehen,194,54,176,35,176,35,Snapshot,Missed,FALSE,TRUE,26.1725046566048,-114.44395478041653,0,15.264337522473747,31.607502246248902
2021-01-24,Boston Pride,Buffalo Beauts,3,3437,1,5,1,Boston Pride,4v5,Meghara McManus,Carlee Turner,178,52,180,38,180,38,Snapshot,On Net,FALSE,TRUE,14.142135623730951,-39.28940686250036,0,10.295630140987,29.054604099077146
2021-01-24,Boston Pride,Buffalo Beauts,3,3459,2,5,1,Buffalo Beauts,5v4,Marie-Jo Pelletier,Alyson Matteau,178,80,130,53,132,51,Snapshot,Missed,TRUE,FALSE,55.072679252057455,-73.44292862436336,2.8284271247461903,57.55866572463264,-7.989326766396897
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,247,4,0,0,Connecticut Whale,5v5,Maggie LaGue,Nicole Guagliardo,41,25,81,44,147,20,Snapshot,Blocked,TRUE,FALSE,44.28317965096906,6.934348901269559,70.22819946431775,47.885279575251516,28.70595254340109
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,271,2,0,0,Metropolitan Riveters,5v5,Kelly Babstock,Sammy Kolowrat,192,66,145,66,139,64,Snapshot,Blocked,TRUE,FALSE,47,-97.4314079711725,6.324555320336759,54.230987451824994,-22.78240573048169
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,376,4,0,2,Connecticut Whale,5v5,Emma Vlasic,Alyssa Wohlfeiler,96,74,105,65,160,23,Wristshot,Blocked,FALSE,FALSE,12.727922061357855,-18.43494882292201,69.20260110718382,35.22782990761707,34.59228868750995
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,384,3,0,2,Metropolitan Riveters,5v5,Kate Leary,Rebecca Morse,95,71,114,55,165,73,Wristshot,Blocked,FALSE,FALSE,24.839484696748443,-16.587338556927413,54.08326913195984,38.41874542459709,-51.34019174590991
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,431,5,0,2,Metropolitan Riveters,5v5,Allie Olnowich,Kendall Cornine,31,1,78,23,166,27,Wristshot,Missed,TRUE,FALSE,51.894122981316485,14.886266849017565,88.09086218218096,28.0178514522438,34.824489156956794
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,449,7,0,2,Metropolitan Riveters,5v5,Paige Voight,Mallory Rushton,29,55,46,82,167,64,Wristshot,On Net,TRUE,FALSE,31.906112267087632,-4.289153328819018,122.3315167894194,30.4138126514911,-43.66778014613036
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,467,1,0,2,Connecticut Whale,5v5,Tori Howran,Amanda Conway,192,72,179,43,179,43,Snapshot,Goal,FALSE,TRUE,31.78049716414141,-95.9061411137705,0,10,0
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,560,2,1,2,Connecticut Whale,5v4,Tori Howran,Kayla Friesen,130,40,150,75,159,72,Snapshot,Blocked,FALSE,FALSE,40.311288741492746,2.9108378261677537,9.486832980505138,41.72529209005013,-44.028978068920836
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,607,5,1,2,Connecticut Whale,5v4,Alyssa Wohlfeiler,Maggie LaGue,158,84,128,66,160,17,Wristshot,On Net,FALSE,FALSE,34.9857113690718,-52.90716270295846,58.52349955359813,38.948684188300895,41.87786953788429
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,640,1,1,2,Connecticut Whale,5v5,Taylor Marchin,Amanda Conway,151,17,147,37,153,41,Snapshot,Blocked,TRUE,FALSE,20.396078054371138,34.38034472384487,7.211102550927978,36.05551275463989,3.179830119864234
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,699,1,1,2,Metropolitan Riveters,5v4,Rebecca Russo,Kiira Dosdall,169,8,135,40,135,40,Slapshot,On Net,TRUE,TRUE,46.69047011971501,60.25511870305779,0,54.08326913195984,3.179830119864234
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,717,2,1,2,Metropolitan Riveters,5v4,Rebecca Russo,Kiira Dosdall,136,5,133,55,133,55,Wristshot,Blocked,TRUE,FALSE,50.08991914547278,35.639809198086674,0,57.271284253105414,-12.094757077012103
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,755,1,1,2,Metropolitan Riveters,5v4,Theresa Knutson,Mallory Rushton,161,4,173,45,173,45,Snapshot,On Net,FALSE,TRUE,42.720018726587654,54.32359177813801,0,16.1245154965971,-7.125016348901798
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,769,2,1,2,Metropolitan Riveters,5v4,Rebecca Morse,Mallory Rushton,132,51,162,67,166,67,Wristshot,On Net,TRUE,FALSE,34,-7.989326766396897,4,33.24154027718932,-46.2188752351313
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,789,2,1,2,Metropolitan Riveters,5v4,Emily Janiga,Mallory Rushton,191,63,151,67,157,64,Wristshot,Missed,TRUE,FALSE,40.19950248448356,-95.71059313749964,6.708203932499369,38.27531841800928,-33.274887984834926
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,848,1,1,2,Connecticut Whale,5v5,Alyssa Wohlfeiler,Katelynn Russ,152,5,156,23,156,23,Snapshot,On Net,FALSE,TRUE,18.439088914585774,45.763898460929994,0,38.58756276314948,31.218402764346372
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,877,3,1,2,Connecticut Whale,5v5,Elena Orlando,Alyssa Wohlfeiler,135,72,169,79,142,54,Snapshot,Missed,TRUE,FALSE,34.713109915419565,-28.23744553816726,36.796738985948195,48.27007354458868,-13.172553423326894
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,888,3,2,2,Connecticut Whale,5v5,Grace Klienbach,Kaycie Anderson,106,7,123,21,176,17,Snapshot,Blocked,TRUE,FALSE,22.02271554554524,23.448062577957817,53.150729063673246,29.068883707497267,63.43494882292201
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,932,4,2,2,Connecticut Whale,5v5,Janine Weber,Nicole Guagliardo,44,5,95,51,167,62,Snapshot,Blocked,TRUE,FALSE,68.6804193347711,14.68519703712152,72.83543093852057,29.068883707497267,-40.81508387488159
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,983,2,2,2,Metropolitan Riveters,5v5,Saroya Tinker,Allie Olnowich,133,54,140,6,154,2,Snapshot,On Net,TRUE,FALSE,48.507731342539614,-11.1130405359483,14.560219778561036,53.907327887774215,49.513988458001265
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,1003,2,2,2,Connecticut Whale,5v5,Alyssa Wohlfeiler,Emma Vlasic,167,84,149,66,156,66,Snapshot,On Net,TRUE,FALSE,25.45584412271571,-61.78264414527071,7,40.22437072223753,-34.87532834460218
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,1012,1,2,2,Connecticut Whale,5v5,Emma Vlasic,Hanna Beattie,150,21,130,30,133,28,Snapshot,On Net,TRUE,FALSE,21.93171219946131,29.42745640318974,3.605551275463989,57.97413216254298,14.995079129175988
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,1066,2,2,2,Metropolitan Riveters,5v5,Kendall Cornine,Mallory Rushton,132,4,137,25,163,23,Snapshot,Blocked,TRUE,FALSE,21.587033144922902,34.38034472384487,26.076809620810597,32.802438933713454,37.568592028827496
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,1198,1,2,2,Metropolitan Riveters,4v4,Kiira Dosdall,Sammy Kolowrat,154,7,132,55,132,55,Slapshot,Missed,TRUE,TRUE,52.80151512977634,45.80692945510238,0,58.249463516842795,-11.888658039627973
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1217,3,2,2,Metropolitan Riveters,4v4,Madison Packer,Kelly Babstock,103,73,128,8,155,11,Slapshot,On Net,FALSE,FALSE,69.6419413859206,-19.230672375661285,27.16615541441225,46.69047011971501,43.264295411071615
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1300,1,2,2,Metropolitan Riveters,5v4,Madison Packer,Rebecca Russo,158,77,157,23,162,22,Slapshot,On Net,FALSE,FALSE,54.00925846556311,-47.642545294064725,5.0990195135927845,34.20526275297414,37.874983651098205
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1312,1,2,2,Metropolitan Riveters,5v4,Emily Janiga,Rebecca Morse,155,7,126,8,128,17,Slapshot,Blocked,TRUE,FALSE,29.017236257093817,46.636577041616725,9.219544457292887,66.30987860040162,23.085133672808276
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1319,1,2,2,Metropolitan Riveters,5v5,Theresa Knutson,Rebecca Morse,191,26,155,22,157,26,Wristshot,Blocked,TRUE,FALSE,36.22154055254967,96.70983680775693,4.47213595499958,36.235341863986875,27.979474388480146
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1357,4,2,2,Connecticut Whale,5v5,Mackenzie Lancaster,Amanda Conway,48,38,114,47,172,40,Wristshot,On Net,FALSE,FALSE,66.61080993352356,2.03091423685311,58.42088667591412,17.26267650163207,10.007979801441337
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1495,2,2,2,Metropolitan Riveters,5v4,Kate Leary,Kiira Dosdall,156,66,131,42,136,37,Wristshot,Missed,TRUE,FALSE,34.655446902326915,-34.87532834460218,7.0710678118654755,53.33854141237835,6.458816378718656
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1591,2,2,3,Connecticut Whale,5v5,Janine Weber,Kayla Friesen,94,12,101,10,155,17,Wristshot,On Net,FALSE,FALSE,7.280109889280518,18.072322148959497,54.45181356024793,42.80186911806539,37.40535663140856
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1642,1,2,3,Connecticut Whale,5v5,Maggie LaGue,Emma Vlasic,191,14,155,36,164,38,Wristshot,On Net,TRUE,FALSE,42.190046219457976,93.94518622903756,9.219544457292887,25.495097567963924,11.309932474020213
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1690,1,2,3,Connecticut Whale,5v5,Grace Klienbach,Kaycie Anderson,187,69,170,45,170,45,Snapshot,On Net,FALSE,TRUE,29.410882339705484,-85.60129464500447,0,19.1049731745428,-6.009005957494525
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1707,2,2,3,Connecticut Whale,5v5,Kaycie Anderson,Taylor Marchin,162,5,131,41,130,48,Snapshot,Blocked,TRUE,FALSE,47.50789408087881,54.60520415501294,7.0710678118654755,59.21148537234985,-4.84400037508068
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1763,1,2,3,Connecticut Whale,5v5,Maddie Bishop,Shannon Doyle,184,25,165,26,165,26,Snapshot,Blocked,TRUE,TRUE,19.026297590440446,74.47588900324574,0,29.410882339705484,35.3112134396332
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1839,2,2,3,Metropolitan Riveters,5v5,Kate Leary,Madison Packer,99,47,125,29,152,29,Slapshot,On Net,FALSE,FALSE,31.622776601683793,-2.5448043798130953,27,39.56008088970496,20.72555886556054
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1865,1,2,3,Metropolitan Riveters,5v5,Kiira Dosdall,Sammy Kolowrat,131,58,139,77,149,78,Wristshot,Blocked,TRUE,FALSE,20.615528128088304,-14.500166766552566,10.04987562112089,53.150729063673246,-41.185925165709655
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1987,2,2,3,Connecticut Whale,5v5,Nicole Guagliardo,Janine Weber,130,81,172,67,180,60,Wristshot,On Net,FALSE,FALSE,44.27188724235731,-32.78428086586915,10.63014581273465,19.235384061671343,-62.10272896905237
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,2061,1,2,3,Connecticut Whale,5v5,Alyssa Wohlfeiler,Katelynn Russ,194,16,185,5,185,5,Wristshot,On Net,FALSE,FALSE,14.212670403551895,100.4914770123316,0,38.2099463490856,83.99099404250549
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,2066,2,2,3,Connecticut Whale,5v5,Kaycie Anderson,Taylor Marchin,165,14,129,4,132,10,Wristshot,On Net,TRUE,FALSE,37.36308338453881,50.38931175997341,6.708203932499369,65.86349520030045,30.06858282186245
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,2221,2,3,3,Connecticut Whale,5v5,Janine Weber,Taylor Marchin,184,14,128,18,129,35,Slapshot,Blocked,TRUE,FALSE,56.142675390472796,80.21759296819272,17.029386365926403,60.530983801686226,7.594643368591445
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,2228,4,3,3,Metropolitan Riveters,5v5,Rebecca Russo,Kelly Babstock,70,47,87,48,167,52,Wristshot,Blocked,TRUE,FALSE,17.029386365926403,-1.925183708323155,80.09993757800315,23.769728648009426,-22.24902365721237
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,2266,4,3,3,Metropolitan Riveters,5v5,Madison Packer,Emily Janiga,55,12,103,10,156,25,Wristshot,Blocked,TRUE,FALSE,48.041648597857254,13.025840646870822,55.08175741568164,37.589892258425,28.61045966596522
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,2630,2,3,3,Connecticut Whale,5v4,Nicole Guagliardo,Shannon Doyle,174,14,127,55,138,64,Slapshot,Missed,FALSE,FALSE,62.369864518050704,62.650124219930134,14.212670403551895,55.154328932550705,-22.380135051959574
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,2650,2,3,3,Connecticut Whale,5v4,Maggie LaGue,Shannon Doyle,138,11,136,69,152,74,Slapshot,On Net,TRUE,FALSE,58.034472514187634,32.106255955117845,16.76305461424021,48.27007354458868,-39.95754893082909
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,2670,2,3,3,Connecticut Whale,5v4,Shannon Doyle,Mackenzie Lancaster,137,58,156,76,168,64,Wristshot,On Net,FALSE,FALSE,26.1725046566048,-16.09081634885217,16.97056274847714,29.698484809834994,-45
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,2753,2,3,4,Connecticut Whale,5v5,Kayla Friesen,Mackenzie Lancaster,106,33,111,57,145,60,Snapshot,On Net,FALSE,FALSE,24.515301344262525,6.869992308214258,34.132096331752024,47.16990566028302,-21.124719146072486
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,2811,6,3,4,Metropolitan Riveters,5v5,Mallory Rushton,Theresa Knutson,43,81,87,18,159,31,Snapshot,Blocked,FALSE,FALSE,76.84399781375251,-14.588918732874635,73.16419889536138,32.31098884280702,21.80140948635181
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,2845,5,3,4,Connecticut Whale,5v5,Taylor Marchin,Maddie Bishop,63,79,96,14,142,36,Snapshot,Missed,FALSE,FALSE,72.89718787443039,-15.945395900922856,50.99019513592785,47.51841748206689,8.471144633014832
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,3003,1,3,4,Connecticut Whale,5v5,Alyssa Wohlfeiler,Emma Vlasic,133,62,137,59,160,56,Slapshot,Missed,TRUE,FALSE,5,-18.74134044519272,23.194827009486403,31.78049716414141,-24.145541960421657
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,3057,6,3,4,Connecticut Whale,5v5,Katelynn Russ,Sarah Schwenzfeier,71,8,108,75,182,77,Snapshot,Blocked,TRUE,FALSE,76.53757247260981,16.520892189003515,74.02702209328699,34.713109915419565,-78.36636600105956
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,3093,0,3,4,Connecticut Whale,5v5,Tori Howran,Sarah Schwenzfeier,188,54,183,47,183,47,Snapshot,On Net,FALSE,TRUE,8.602325267042627,-84.8055710922652,0,7.211102550927978,-33.690067525979785
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,3145,7,3,4,Metropolitan Riveters,5v5,Leila Kilduff,Kate Leary,49,80,79,62,169,35,Snapshot,On Net,FALSE,FALSE,34.9857113690718,-14.803980156270498,93.96275858019496,21.540659228538015,21.80140948635181
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,3373,1,3,4,Metropolitan Riveters,5v4,Madison Packer,Rebecca Morse,143,19,136,48,142,39,Snapshot,Blocked,TRUE,FALSE,29.832867780352597,27.552811576717804,10.816653826391969,47.16990566028302,4.864514437760526
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,3395,3,3,4,Metropolitan Riveters,5v4,Mallory Rushton,Leila Kilduff,163,77,141,17,149,28,Snapshot,Blocked,TRUE,FALSE,63.90618123468183,-52.59464336859145,13.601470508735444,42.720018726587654,20.556045219583464
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,3435,1,3,4,Metropolitan Riveters,5v5,Theresa Knutson,Kendall Cornine,157,35,169,53,174,51,Snapshot,Blocked,TRUE,FALSE,21.633307652783937,14.036243467926477,5.385164807134504,17,-28.072486935852954
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,3496,6,3,4,Connecticut Whale,5v5,Maggie LaGue,Alyssa Wohlfeiler,105,4,102,75,159,18,Snapshot,On Net,TRUE,FALSE,71.06335201775947,24.904768808095184,80.61017305526642,39.05124837953327,39.80557109226519
2021-01-24,Toronto Six,Minnesota Whitecaps,1,32,2,0,0,Minnesota Whitecaps,5v5,Haley Mack,Sydney Baldwin,169,73,127,79,128,72,Wristshot,Blocked,TRUE,FALSE,42.42640687119285,-56.309932474020215,7.0710678118654755,67.54257916307313,-25.426874169589805
2021-01-24,Toronto Six,Minnesota Whitecaps,1,67,4,0,0,Toronto Six,5v5,Shiann Darkangelo,Emma Woods,53,76,100,66,161,69,Wristshot,On Net,FALSE,FALSE,48.05205510693585,-13.639052052372035,61.07372593840988,38.2099463490856,-42.87890360333855
2021-01-24,Toronto Six,Minnesota Whitecaps,1,134,1,0,0,Minnesota Whitecaps,5v5,Audra Richards,Winny Brodt-Brown,193,32,132,54,141,53,Wristshot,Missed,TRUE,FALSE,64.8459713474939,109.98310652189998,9.055385138137417,49.03060268852505,-11.768288932020644
2021-01-24,Toronto Six,Minnesota Whitecaps,1,245,6,0,0,Minnesota Whitecaps,5v5,Nina Rodgers,Maddie Rowe,81,81,63,35,130,18,Slapshot,Blocked,TRUE,FALSE,49.39635614091387,-19.384515679357836,69.12307863514182,64.07807737440318,22.96377305985455
2021-01-24,Toronto Six,Minnesota Whitecaps,1,334,1,0,0,Minnesota Whitecaps,5v5,Haley Mack,Winny Brodt-Brown,153,67,148,73,153,77,Wristshot,Blocked,TRUE,FALSE,7.810249675906654,-33.690067525979785,6.4031242374328485,49.51767361255979,-43.36342295838329
2021-01-24,Toronto Six,Minnesota Whitecaps,1,426,4,0,0,Toronto Six,5v4,Sarah Steele,Brooke Boquist,131,16,171,7,163,20,Wristshot,Blocked,TRUE,FALSE,41,24.962789830807015,15.264337522473747,34.713109915419565,41.49646835521554
2021-01-24,Toronto Six,Minnesota Whitecaps,1,472,2,0,0,Toronto Six,5v4,Taytum Clairmont,Mikyla Grant-Mentis,137,50,174,73,180,73,Wristshot,On Net,FALSE,FALSE,43.56604182158393,-7.6668042618141765,6,31.32091952673165,-73.30075576600638
2021-01-24,Toronto Six,Minnesota Whitecaps,1,482,1,0,0,Toronto Six,5v4,Shiann Darkangelo,Lindsay Eastwood,183,39,179,54,179,54,Snapshot,Goal,FALSE,TRUE,15.524174696260024,33.690067525979785,0,14.866068747318506,-47.72631099390627
2021-01-24,Toronto Six,Minnesota Whitecaps,1,605,1,1,0,Toronto Six,4v4,Amy Curlew,Mikyla Grant-Mentis,157,21,156,35,163,40,Wristshot,Goal,TRUE,FALSE,14.035668847618199,34.5085229876684,8.602325267042627,26.1725046566048,6.5819446551780105
2021-01-24,Toronto Six,Minnesota Whitecaps,1,708,1,2,0,Toronto Six,5v4,Mikyla Grant-Mentis,Taylor Woods,130,82,128,42,136,45,Wristshot,Missed,TRUE,FALSE,40.049968789001575,-33.46537934635529,8.54400374531753,53.03772242470448,-2.1610794882263713
2021-01-24,Toronto Six,Minnesota Whitecaps,1,714,2,2,0,Toronto Six,5v4,Taytum Clairmont,Sarah-Eve Coutu Godbout,176,14,191,25,177,18,Wristshot,On Net,FALSE,FALSE,18.601075237738275,65.85445803957835,15.652475842498529,27.730849247724095,64.3589941756947
2021-01-24,Toronto Six,Minnesota Whitecaps,1,721,2,2,0,Toronto Six,5v4,Mikyla Grant-Mentis,Taylor Woods,151,74,138,26,154,25,Wristshot,Blocked,TRUE,FALSE,49.72926703662542,-39.20720350496784,16.0312195418814,39.35733730830886,27.21611155730748
2021-01-24,Toronto Six,Minnesota Whitecaps,1,838,1,2,0,Toronto Six,5v4,Sarah Steele,Emma Woods,156,75,134,36,138,44,Wristshot,On Net,TRUE,FALSE,44.77722635447622,-44.11859600341786,8.94427190999916,51.0098029794274,-1.123302714075429
2021-01-24,Toronto Six,Minnesota Whitecaps,1,851,1,2,0,Toronto Six,5v4,Brooke Boquist,Emma Woods,177,6,131,23,131,23,Slapshot,On Net,TRUE,TRUE,49.040799340956916,72.030860259843,0,61.35144660071187,19.02560603756868
2021-01-24,Toronto Six,Minnesota Whitecaps,1,853,0,2,0,Toronto Six,5v4,Breanne Wilson-Bennett,Brooke Boquist,171,33,177,31,177,31,Wristshot,Blocked,TRUE,FALSE,6.324555320336759,29.054604099077146,0,16.97056274847714,45
2021-01-24,Toronto Six,Minnesota Whitecaps,1,855,1,2,0,Toronto Six,5v4,Shiann Darkangelo,Breanne Wilson-Bennett,174,39,170,40,170,40,Snapshot,Goal,TRUE,TRUE,4.123105625617661,14.931417178137556,0,19.235384061671343,8.972626614896393
2021-01-24,Toronto Six,Minnesota Whitecaps,1,866,9,3,0,Toronto Six,5v5,Julie Allen,Emma Greco,96,41,79,60,188,32,Wristshot,On Net,FALSE,FALSE,25.495097567963924,1.231977402639728,112.53888216967503,11.045361017187261,84.8055710922652
2021-01-24,Toronto Six,Minnesota Whitecaps,1,893,1,3,0,Minnesota Whitecaps,5v4,Stephanie Anderson,Nina Rodgers,192,21,181,50,181,50,Snapshot,Missed,FALSE,TRUE,31.016124838541646,97.76516601842535,0,10.63014581273465,-41.185925165709655
2021-01-24,Toronto Six,Minnesota Whitecaps,1,898,2,3,0,Minnesota Whitecaps,5v4,Nina Rodgers,Sydney Baldwin,194,63,129,76,132,62,Wristshot,Missed,TRUE,FALSE,66.2872536767062,-104.0362434679265,14.317821063276353,60.08327554319921,-18.43494882292201
2021-01-24,Toronto Six,Minnesota Whitecaps,1,912,3,3,0,Minnesota Whitecaps,5v4,Haley Mack,Sydney Baldwin,163,4,131,9,136,25,Slapshot,Missed,TRUE,FALSE,32.38826948140329,56.309932474020215,16.76305461424021,55.97320787662612,18.758650347842234
2021-01-24,Toronto Six,Minnesota Whitecaps,1,925,1,3,0,Minnesota Whitecaps,5v4,Meghan Lorence,Sydney Baldwin,151,6,130,37,134,38,Slapshot,Missed,TRUE,FALSE,37.44329045369811,44.236101539070006,4.123105625617661,55.226805085936306,5.194428907734806
2021-01-24,Toronto Six,Minnesota Whitecaps,1,951,1,3,0,Minnesota Whitecaps,5v4,Meghan Lorence,Sydney Baldwin,149,59,132,55,133,48,Wristshot,Blocked,TRUE,FALSE,17.46424919657298,-21.80140948635181,7.0710678118654755,56.22277118748239,-5.10216525235819
2021-01-24,Toronto Six,Minnesota Whitecaps,1,1032,1,3,0,Minnesota Whitecaps,5v4,Haley Mack,Stephanie Anderson,167,20,159,36,166,43,Wristshot,Missed,TRUE,FALSE,17.88854381999832,46.273030020056716,9.899494936611665,23,0
2021-01-24,Toronto Six,Minnesota Whitecaps,1,1041,2,3,0,Minnesota Whitecaps,5v4,Nina Rodgers,Sydney Baldwin,162,80,131,69,138,66,Wristshot,Blocked,TRUE,FALSE,32.89376840679705,-53.880659150520245,7.615773105863909,55.94640292279746,-24.27444113443946
2021-01-24,Toronto Six,Minnesota Whitecaps,1,1055,2,3,0,Minnesota Whitecaps,5v4,Nina Rodgers,Sydney Baldwin,157,80,129,70,133,69,Wristshot,Goal,TRUE,FALSE,29.732137494637012,-49.1446237411043,4.123105625617661,61.741396161732524,-24.904768808095184
2021-01-24,Toronto Six,Minnesota Whitecaps,1,1113,4,3,1,Minnesota Whitecaps,4v5,Sydney Baldwin,Meghan Lorence,102,47,116,1,132,4,Wristshot,Blocked,FALSE,FALSE,48.08326112068523,-2.6324348689864845,16.278820596099706,69.06518659932803,34.38034472384487
2021-01-24,Toronto Six,Minnesota Whitecaps,1,1167,1,3,1,Toronto Six,5v4,Shiann Darkangelo,Brooke Boquist,197,40,173,14,173,20,Wristshot,On Net,TRUE,FALSE,35.38361202590826,159.44395478041653,6,28.0178514522438,55.175510843043206
2021-01-24,Toronto Six,Minnesota Whitecaps,2,1209,2,3,1,Minnesota Whitecaps,5v5,Stephanie Anderson,Meghan Lorence,191,22,171,31,177,36,Fan,On Net,FALSE,FALSE,21.93171219946131,95.4403320310055,7.810249675906654,13.892443989449804,30.256437163529263
2021-01-24,Toronto Six,Minnesota Whitecaps,2,1309,2,3,1,Toronto Six,5v5,Mikyla Grant-Mentis,Sarah-Eve Coutu Godbout,139,27,158,61,174,59,Snapshot,On Net,TRUE,FALSE,38.948684188300895,17.744671625056935,16.1245154965971,21.93171219946131,-46.8476102659946
2021-01-24,Toronto Six,Minnesota Whitecaps,2,1313,0,3,1,Toronto Six,5v5,Lindsay Eastwood,Natalie Marcuzzi,164,78,148,42,148,42,Fan,Missed,TRUE,TRUE,39.395431207184416,-54.46232220802562,0,41.012193308819754,1.3971810272963767
2021-01-24,Toronto Six,Minnesota Whitecaps,2,1367,1,3,1,Toronto Six,5v5,Shiann Darkangelo,Brooke Boquist,195,55,178,62,183,56,Snapshot,On Net,TRUE,FALSE,18.384776310850235,-116.56505117707799,7.810249675906654,14.317821063276353,-65.22485943116808
2021-01-24,Toronto Six,Minnesota Whitecaps,2,1428,2,3,1,Minnesota Whitecaps,5v5,Audra Richards,Stephanie Anderson,133,50,155,60,171,60,Snapshot,On Net,FALSE,FALSE,24.166091947189145,-7.125016348901798,16,24.758836806279895,-43.36342295838329
2021-01-24,Toronto Six,Minnesota Whitecaps,2,1438,1,3,1,Minnesota Whitecaps,5v5,Haley Mack,Stephanie Anderson,147,44,170,33,170,33,Snapshot,Missed,FALSE,TRUE,25.495097567963924,-1.3639275316029187,0,21.470910553583888,27.758540601060027
2021-01-24,Toronto Six,Minnesota Whitecaps,2,1543,0,3,1,Minnesota Whitecaps,4v5,Jonna Curtis,Allie Thunstrom,160,13,157,17,157,17,Snapshot,Blocked,FALSE,TRUE,5,45.97102193107917,0,41.23105625617661,39.093858886229505
2021-01-24,Toronto Six,Minnesota Whitecaps,2,1600,2,3,1,Toronto Six,4v3,Sarah Steele,Shiann Darkangelo,140,52,160,21,165,25,Snapshot,Blocked,TRUE,FALSE,36.89173349139343,-10.40771131249006,6.4031242374328485,30,36.86989764584402
