game_date,home_team,away_team,period,clock,game_seconds,time_btw_events,home_team_skaters,away_team_skaters,home_team_goals,away_team_goals,team,player,event,x_coordinate,y_coordinate,detail_1,detail_2,detail_3,detail_4,player_2,x_coordinate_2,y_coordinate_2,shot_from_pass,pass_to_shot
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,12:14:00,466,NA,5,5,0,2,Connecticut Whale,Tori Howran,Play,192,13,Direct,NA,NA,NA,Amanda Conway,179,42,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,12:13:00,467,1,5,5,0,2,Connecticut Whale,Amanda Conway,Goal,179,42,Snapshot,On Net,FALSE,TRUE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,10:42:00,558,NA,5,4,1,2,Connecticut Whale,Tori Howran,Play,130,45,Direct,NA,NA,NA,Kayla Friesen,150,10,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,10:40:00,560,2,5,4,1,2,Connecticut Whale,Kayla Friesen,Shot,159,13,Snapshot,Blocked,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,09:58:00,602,NA,5,4,1,2,Connecticut Whale,Alyssa Wohlfeiler,Play,158,1,Direct,NA,NA,NA,Maggie LaGue,128,19,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,09:53:00,607,5,5,4,1,2,Connecticut Whale,Maggie LaGue,Shot,160,68,Wristshot,On Net,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,09:21:00,639,NA,5,5,1,2,Connecticut Whale,Taylor Marchin,Play,151,68,Direct,NA,NA,NA,Amanda Conway,147,48,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,09:20:00,640,1,5,5,1,2,Connecticut Whale,Amanda Conway,Shot,153,44,Snapshot,Blocked,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,08:22:00,698,NA,4,5,1,2,Metropolitan Riveters,Rebecca Russo,Play,169,77,Direct,NA,NA,NA,Kiira Dosdall,135,45,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,08:21:00,699,1,4,5,1,2,Metropolitan Riveters,Kiira Dosdall,Shot,135,45,Slapshot,On Net,TRUE,TRUE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,08:05:00,715,NA,4,5,1,2,Metropolitan Riveters,Rebecca Russo,Play,136,80,Direct,NA,NA,NA,Kiira Dosdall,133,30,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,08:03:00,717,2,4,5,1,2,Metropolitan Riveters,Kiira Dosdall,Shot,133,30,Wristshot,Blocked,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,07:26:00,754,NA,4,5,1,2,Metropolitan Riveters,Theresa Knutson,Play,161,81,Direct,NA,NA,NA,Mallory Rushton,173,40,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,07:25:00,755,1,4,5,1,2,Metropolitan Riveters,Mallory Rushton,Shot,173,40,Snapshot,On Net,FALSE,TRUE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,07:13:00,767,NA,4,5,1,2,Metropolitan Riveters,Rebecca Morse,Play,132,34,Direct,NA,NA,NA,Mallory Rushton,162,18,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,07:11:00,769,2,4,5,1,2,Metropolitan Riveters,Mallory Rushton,Shot,166,18,Wristshot,On Net,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,06:53:00,787,NA,4,5,1,2,Metropolitan Riveters,Emily Janiga,Play,191,22,Direct,NA,NA,NA,Mallory Rushton,151,18,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,06:51:00,789,2,4,5,1,2,Metropolitan Riveters,Mallory Rushton,Shot,157,21,Wristshot,Missed,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,05:53:00,847,NA,5,5,1,2,Connecticut Whale,Alyssa Wohlfeiler,Play,152,80,Direct,NA,NA,NA,Katelynn Russ,156,62,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,05:52:00,848,1,5,5,1,2,Connecticut Whale,Katelynn Russ,Shot,156,62,Snapshot,On Net,FALSE,TRUE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,05:26:00,874,NA,5,5,1,2,Connecticut Whale,Elena Orlando,Play,135,13,Direct,NA,NA,NA,Alyssa Wohlfeiler,169,6,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,05:23:00,877,3,5,5,1,2,Connecticut Whale,Alyssa Wohlfeiler,Shot,142,31,Snapshot,Missed,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,05:15:00,885,NA,5,5,2,2,Connecticut Whale,Grace Klienbach,Play,106,78,Direct,NA,NA,NA,Kaycie Anderson,123,64,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,05:12:00,888,3,5,5,2,2,Connecticut Whale,Kaycie Anderson,Shot,176,68,Snapshot,Blocked,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,04:32:00,928,NA,5,5,2,2,Connecticut Whale,Janine Weber,Play,44,80,Direct,NA,NA,NA,Nicole Guagliardo,95,34,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,04:28:00,932,4,5,5,2,2,Connecticut Whale,Nicole Guagliardo,Shot,167,23,Snapshot,Blocked,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,03:39:00,981,NA,5,5,2,2,Metropolitan Riveters,Saroya Tinker,Play,133,31,Direct,NA,NA,NA,Allie Olnowich,140,79,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,03:37:00,983,2,5,5,2,2,Metropolitan Riveters,Allie Olnowich,Shot,154,83,Snapshot,On Net,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,03:19:00,1001,NA,5,5,2,2,Connecticut Whale,Alyssa Wohlfeiler,Play,167,1,Direct,NA,NA,NA,Emma Vlasic,149,19,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,03:17:00,1003,2,5,5,2,2,Connecticut Whale,Emma Vlasic,Shot,156,19,Snapshot,On Net,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,03:09:00,1011,NA,5,5,2,2,Connecticut Whale,Emma Vlasic,Play,150,64,Direct,NA,NA,NA,Hanna Beattie,130,55,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,03:08:00,1012,1,5,5,2,2,Connecticut Whale,Hanna Beattie,Shot,133,57,Snapshot,On Net,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,03:07:00,1013,NA,5,5,2,2,Connecticut Whale,Kaycie Anderson,Play,168,75,Indirect,NA,NA,NA,Taylor Marchin,142,80,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,03:05:00,1015,2,5,5,2,2,Connecticut Whale,Taylor Marchin,Shot,142,80,Snapshot,Missed,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,02:42:00,1038,NA,5,5,2,2,Metropolitan Riveters,Paige Voight,Play,117,82,Indirect,NA,NA,NA,Kendall Cornine,112,80,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,02:36:00,1044,6,5,5,2,2,Metropolitan Riveters,Kendall Cornine,Shot,148,32,Snapshot,Blocked,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,02:16:00,1064,NA,5,5,2,2,Metropolitan Riveters,Kendall Cornine,Play,132,81,Direct,NA,NA,NA,Mallory Rushton,137,60,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,02:14:00,1066,2,5,5,2,2,Metropolitan Riveters,Mallory Rushton,Shot,163,62,Snapshot,Blocked,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,01:49:00,1091,NA,5,5,2,2,Metropolitan Riveters,Cailey Hutchison,Play,153,83,Indirect,NA,NA,NA,Theresa Knutson,162,83,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,01:45:00,1095,4,5,5,2,2,Metropolitan Riveters,Theresa Knutson,Shot,141,37,Snapshot,Blocked,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,00:03:00,1197,NA,4,4,2,2,Metropolitan Riveters,Kiira Dosdall,Play,154,78,Direct,NA,NA,NA,Sammy Kolowrat,132,30,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,00:02:00,1198,1,4,4,2,2,Metropolitan Riveters,Sammy Kolowrat,Shot,132,30,Slapshot,Missed,TRUE,TRUE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,19:46:00,1214,NA,4,4,2,2,Metropolitan Riveters,Madison Packer,Play,103,12,Direct,NA,NA,NA,Kelly Babstock,128,77,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,19:43:00,1217,3,4,4,2,2,Metropolitan Riveters,Kelly Babstock,Shot,155,74,Slapshot,On Net,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,18:21:00,1299,NA,4,5,2,2,Metropolitan Riveters,Madison Packer,Play,158,8,Direct,NA,NA,NA,Rebecca Russo,157,62,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,18:20:00,1300,1,4,5,2,2,Metropolitan Riveters,Rebecca Russo,Shot,162,63,Slapshot,On Net,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,18:09:00,1311,NA,4,5,2,2,Metropolitan Riveters,Emily Janiga,Play,155,78,Direct,NA,NA,NA,Rebecca Morse,126,77,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,18:08:00,1312,1,4,5,2,2,Metropolitan Riveters,Rebecca Morse,Shot,128,68,Slapshot,Blocked,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,18:02:00,1318,NA,5,5,2,2,Metropolitan Riveters,Theresa Knutson,Play,191,59,Direct,NA,NA,NA,Rebecca Morse,155,63,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,18:01:00,1319,1,5,5,2,2,Metropolitan Riveters,Rebecca Morse,Shot,157,59,Wristshot,Blocked,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,17:48:00,1332,NA,5,5,2,2,Metropolitan Riveters,Mallory Rushton,Play,24,33,Indirect,NA,NA,NA,Theresa Knutson,115,1,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,17:43:00,1337,5,5,5,2,2,Metropolitan Riveters,Theresa Knutson,Shot,158,22,Wristshot,On Net,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,17:38:00,1342,NA,5,5,2,2,Metropolitan Riveters,Saroya Tinker,Play,134,8,Indirect,NA,NA,NA,Theresa Knutson,170,5,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,17:36:00,1344,2,5,5,2,2,Metropolitan Riveters,Theresa Knutson,Shot,188,14,Wristshot,On Net,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,17:27:00,1353,NA,5,5,2,2,Connecticut Whale,Mackenzie Lancaster,Play,48,47,Direct,NA,NA,NA,Amanda Conway,114,38,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,17:23:00,1357,4,5,5,2,2,Connecticut Whale,Amanda Conway,Shot,172,45,Wristshot,On Net,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,15:07:00,1493,NA,4,5,2,2,Metropolitan Riveters,Kate Leary,Play,156,19,Direct,NA,NA,NA,Kiira Dosdall,131,43,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,15:05:00,1495,2,4,5,2,2,Metropolitan Riveters,Kiira Dosdall,Shot,136,48,Wristshot,Missed,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,13:31:00,1589,NA,5,5,2,3,Connecticut Whale,Janine Weber,Play,94,73,Direct,NA,NA,NA,Kayla Friesen,101,75,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,13:29:00,1591,2,5,5,2,3,Connecticut Whale,Kayla Friesen,Shot,155,68,Wristshot,On Net,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,12:39:00,1641,NA,5,5,2,3,Connecticut Whale,Maggie LaGue,Play,191,71,Direct,NA,NA,NA,Emma Vlasic,155,49,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,12:38:00,1642,1,5,5,2,3,Connecticut Whale,Emma Vlasic,Shot,164,47,Wristshot,On Net,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,12:09:00,1671,NA,5,5,2,3,Connecticut Whale,Kayla Friesen,Play,30,81,Indirect,NA,NA,NA,Janine Weber,87,82,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,12:04:00,1676,5,5,5,2,3,Connecticut Whale,Janine Weber,Shot,167,64,Wristshot,Missed,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,11:51:00,1689,NA,5,5,2,3,Connecticut Whale,Grace Klienbach,Play,187,16,Direct,NA,NA,NA,Kaycie Anderson,170,40,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,11:50:00,1690,1,5,5,2,3,Connecticut Whale,Kaycie Anderson,Shot,170,40,Snapshot,On Net,FALSE,TRUE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,11:35:00,1705,NA,5,5,2,3,Connecticut Whale,Kaycie Anderson,Play,162,80,Direct,NA,NA,NA,Taylor Marchin,131,44,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,11:33:00,1707,2,5,5,2,3,Connecticut Whale,Taylor Marchin,Shot,130,37,Snapshot,Blocked,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,11:04:00,1736,NA,5,5,2,3,Connecticut Whale,Shannon Doyle,Play,75,13,Indirect,NA,NA,NA,Mackenzie Lancaster,62,13,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,10:58:00,1742,6,5,5,2,3,Connecticut Whale,Mackenzie Lancaster,Shot,171,25,Wristshot,Missed,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,10:38:00,1762,NA,5,5,2,3,Connecticut Whale,Maddie Bishop,Play,184,60,Direct,NA,NA,NA,Shannon Doyle,165,59,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,10:37:00,1763,1,5,5,2,3,Connecticut Whale,Shannon Doyle,Shot,165,59,Snapshot,Blocked,TRUE,TRUE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,09:34:00,1826,NA,5,5,2,3,Connecticut Whale,Hanna Beattie,Play,187,9,Indirect,NA,NA,NA,Alyssa Wohlfeiler,153,2,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,09:31:00,1829,3,5,5,2,3,Connecticut Whale,Alyssa Wohlfeiler,Shot,144,34,Wristshot,Blocked,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,09:23:00,1837,NA,5,5,2,3,Metropolitan Riveters,Kate Leary,Play,99,38,Direct,NA,NA,NA,Madison Packer,125,56,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,09:21:00,1839,2,5,5,2,3,Metropolitan Riveters,Madison Packer,Shot,152,56,Slapshot,On Net,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,08:56:00,1864,NA,5,5,2,3,Metropolitan Riveters,Kiira Dosdall,Play,131,27,Direct,NA,NA,NA,Sammy Kolowrat,139,8,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,08:55:00,1865,1,5,5,2,3,Metropolitan Riveters,Sammy Kolowrat,Shot,149,7,Wristshot,Blocked,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,08:13:00,1907,NA,5,5,2,3,Connecticut Whale,Emma Vlasic,Play,191,61,Indirect,NA,NA,NA,Taylor Marchin,131,67,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,08:11:00,1909,2,5,5,2,3,Connecticut Whale,Taylor Marchin,Shot,130,57,Slapshot,Missed,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,06:55:00,1985,NA,5,5,2,3,Connecticut Whale,Nicole Guagliardo,Play,130,4,Direct,NA,NA,NA,Janine Weber,172,18,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,06:53:00,1987,2,5,5,2,3,Connecticut Whale,Janine Weber,Shot,180,25,Wristshot,On Net,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,05:40:00,2060,NA,5,5,2,3,Connecticut Whale,Alyssa Wohlfeiler,Play,194,69,Direct,NA,NA,NA,Katelynn Russ,185,80,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,05:39:00,2061,1,5,5,2,3,Connecticut Whale,Katelynn Russ,Shot,185,80,Wristshot,On Net,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,05:36:00,2064,NA,5,5,2,3,Connecticut Whale,Kaycie Anderson,Play,165,71,Direct,NA,NA,NA,Taylor Marchin,129,81,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,05:34:00,2066,2,5,5,2,3,Connecticut Whale,Taylor Marchin,Shot,132,75,Wristshot,On Net,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,05:24:00,2076,NA,5,5,2,3,Connecticut Whale,Kaycie Anderson,Play,18,8,Indirect,NA,NA,NA,Sarah Schwenzfeier,67,14,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,05:16:00,2084,8,5,5,2,3,Connecticut Whale,Sarah Schwenzfeier,Shot,177,6,Wristshot,Blocked,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,03:38:00,2182,NA,5,5,3,3,Connecticut Whale,Alyssa Wohlfeiler,Play,177,5,Indirect,NA,NA,NA,Maggie LaGue,150,3,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,03:36:00,2184,2,5,5,3,3,Connecticut Whale,Maggie LaGue,Shot,153,12,Slapshot,Missed,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,03:01:00,2219,NA,5,5,3,3,Connecticut Whale,Janine Weber,Play,184,71,Direct,NA,NA,NA,Taylor Marchin,128,67,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,02:59:00,2221,2,5,5,3,3,Connecticut Whale,Taylor Marchin,Shot,129,50,Slapshot,Blocked,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,02:56:00,2224,NA,5,5,3,3,Metropolitan Riveters,Rebecca Russo,Play,70,38,Direct,NA,NA,NA,Kelly Babstock,87,37,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,02:52:00,2228,4,5,5,3,3,Metropolitan Riveters,Kelly Babstock,Shot,167,33,Wristshot,Blocked,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,02:18:00,2262,NA,5,5,3,3,Metropolitan Riveters,Madison Packer,Play,55,73,Direct,NA,NA,NA,Emily Janiga,103,75,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,02:14:00,2266,4,5,5,3,3,Metropolitan Riveters,Emily Janiga,Shot,156,60,Wristshot,Blocked,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,01:15:00,2325,NA,5,5,3,3,Connecticut Whale,Grace Klienbach,Play,172,83,Indirect,NA,NA,NA,Hanna Beattie,168,81,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,01:13:00,2327,2,5,5,3,3,Connecticut Whale,Hanna Beattie,Shot,182,66,Wristshot,On Net,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,16:12:00,2628,NA,5,4,3,3,Connecticut Whale,Nicole Guagliardo,Play,174,71,Direct,NA,NA,NA,Shannon Doyle,127,30,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,16:10:00,2630,2,5,4,3,3,Connecticut Whale,Shannon Doyle,Shot,138,21,Slapshot,Missed,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,15:52:00,2648,NA,5,4,3,3,Connecticut Whale,Maggie LaGue,Play,138,74,Direct,NA,NA,NA,Shannon Doyle,136,16,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,15:50:00,2650,2,5,4,3,3,Connecticut Whale,Shannon Doyle,Shot,152,11,Slapshot,On Net,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,15:32:00,2668,NA,5,4,3,3,Connecticut Whale,Shannon Doyle,Play,137,27,Direct,NA,NA,NA,Mackenzie Lancaster,156,9,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,15:30:00,2670,2,5,4,3,3,Connecticut Whale,Mackenzie Lancaster,Shot,168,21,Wristshot,On Net,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,14:25:00,2735,NA,5,5,3,4,Connecticut Whale,Mackenzie Lancaster,Play,104,1,Indirect,NA,NA,NA,Janine Weber,133,1,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,14:22:00,2738,3,5,5,3,4,Connecticut Whale,Janine Weber,Shot,168,18,Snapshot,Blocked,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,14:09:00,2751,NA,5,5,3,4,Connecticut Whale,Kayla Friesen,Play,106,52,Direct,NA,NA,NA,Mackenzie Lancaster,111,28,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,14:07:00,2753,2,5,5,3,4,Connecticut Whale,Mackenzie Lancaster,Shot,145,25,Snapshot,On Net,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,13:15:00,2805,NA,5,5,3,4,Metropolitan Riveters,Mallory Rushton,Play,43,4,Direct,NA,NA,NA,Theresa Knutson,87,67,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,13:09:00,2811,6,5,5,3,4,Metropolitan Riveters,Theresa Knutson,Shot,159,54,Snapshot,Blocked,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,12:40:00,2840,NA,5,5,3,4,Connecticut Whale,Taylor Marchin,Play,63,6,Direct,NA,NA,NA,Maddie Bishop,96,71,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,12:35:00,2845,5,5,5,3,4,Connecticut Whale,Maddie Bishop,Shot,142,49,Snapshot,Missed,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,11:44:00,2896,NA,5,5,3,4,Connecticut Whale,Janine Weber,Play,83,76,Indirect,NA,NA,NA,Mackenzie Lancaster,116,78,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,11:41:00,2899,3,5,5,3,4,Connecticut Whale,Mackenzie Lancaster,Shot,171,66,Snapshot,Blocked,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,09:58:00,3002,NA,5,5,3,4,Connecticut Whale,Alyssa Wohlfeiler,Play,133,23,Direct,NA,NA,NA,Emma Vlasic,137,26,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,09:57:00,3003,1,5,5,3,4,Connecticut Whale,Emma Vlasic,Shot,160,29,Slapshot,Missed,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,09:09:00,3051,NA,5,5,3,4,Connecticut Whale,Katelynn Russ,Play,71,77,Direct,NA,NA,NA,Sarah Schwenzfeier,108,10,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,09:03:00,3057,6,5,5,3,4,Connecticut Whale,Sarah Schwenzfeier,Shot,182,8,Snapshot,Blocked,TRUE,FALSE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,08:27:00,3093,NA,5,5,3,4,Connecticut Whale,Tori Howran,Play,188,31,Direct,NA,NA,NA,Sarah Schwenzfeier,183,38,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,08:27:00,3093,0,5,5,3,4,Connecticut Whale,Sarah Schwenzfeier,Shot,183,38,Snapshot,On Net,FALSE,TRUE,NA,NA,NA,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,07:42:00,3138,NA,5,5,3,4,Metropolitan Riveters,Leila Kilduff,Play,49,5,Direct,NA,NA,NA,Kate Leary,79,23,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,07:35:00,3145,7,5,5,3,4,Metropolitan Riveters,Kate Leary,Shot,169,50,Snapshot,On Net,FALSE,FALSE,NA,NA,NA,TRUE,FALSE
