game_date,home_team,away_team,period,game_seconds,time_since_pass,home_team_skaters,away_team_skaters,home_team_goals,away_team_goals,team,event,passer,pass_type,pass_x,pass_y,rec_x,rec_y,shooter,shot_x,shot_y,shot_type,shot_outcome,shot_traffic,shot_onetimer,pass_dist,shooter_dist,shot_dist
2021-01-23,Metropolitan Riveters,Toronto Six,3,3123,0,5,5,2,0,Metropolitan Riveters,Shot,Kate Leary,Direct,185,22,174,26,Madison Packer,174,26,Snapshot,Blocked,TRUE,TRUE,11.704699910719626,0,22.67156809750927
2021-01-23,Metropolitan Riveters,Toronto Six,3,3188,2,5,5,2,0,Toronto Six,Shot,Shiann Darkangelo,Direct,121,36,136,72,Brooke Boquist,164,67,Slapshot,On Net,TRUE,FALSE,39,28.442925306655784,34.655446902326915
2021-01-23,Metropolitan Riveters,Toronto Six,3,3230,1,5,5,2,0,Toronto Six,Shot,Lindsay Eastwood,Direct,135,64,133,39,Mikyla Grant-Mentis,132,45,Wristshot,On Net,TRUE,FALSE,25.079872407968907,6.082762530298219,57.0350769263968
2021-01-23,Metropolitan Riveters,Toronto Six,3,3295,8,5,5,2,0,Toronto Six,Shot,Sarah-Eve Coutu Godbout,Direct,27,78,65,74,Natalie Marcuzzi,187,65,Snapshot,On Net,TRUE,FALSE,38.2099463490856,122.3315167894194,22.090722034374522
2021-01-23,Metropolitan Riveters,Toronto Six,3,3359,2,5,5,2,0,Toronto Six,Shot,Breanne Wilson-Bennett,Direct,142,2,129,17,Lindsay Eastwood,135,23,Slapshot,Blocked,TRUE,FALSE,19.849433241279208,8.48528137423857,57.584720195551874
2021-01-23,Metropolitan Riveters,Toronto Six,3,3365,1,5,5,2,0,Toronto Six,Shot,Natalie Marcuzzi,Direct,172,77,134,78,Taylor Woods,134,71,Wristshot,Missed,TRUE,FALSE,38.01315561749642,7,61.71709649683789
2021-01-23,Metropolitan Riveters,Toronto Six,3,3413,1,5,5,2,0,Toronto Six,Shot,Brooke Boquist,Direct,195,67,161,59,Shiann Darkangelo,166,57,Wristshot,Blocked,TRUE,FALSE,34.92849839314596,5.385164807134504,26.92582403567252
2021-01-23,Metropolitan Riveters,Toronto Six,3,3428,2,5,5,2,0,Toronto Six,Shot,Megan Quinn,Direct,135,15,137,76,Sarah Steele,152,80,Wristshot,On Net,TRUE,FALSE,61.032778078668514,15.524174696260024,52.32590180780452
2021-01-23,Metropolitan Riveters,Toronto Six,3,3502,4,5,5,2,0,Toronto Six,Shot,Lindsay Eastwood,Direct,65,78,116,11,Sarah-Eve Coutu Godbout,159,16,Wristshot,On Net,TRUE,FALSE,84.20213774008353,43.289721643826724,40.36087214122113
2021-01-23,Metropolitan Riveters,Toronto Six,3,3529,4,5,6,2,0,Toronto Six,Shot,Shiann Darkangelo,Direct,31,74,61,62,Mikyla Grant-Mentis,151,71,Wristshot,On Net,TRUE,FALSE,32.31098884280702,90.44888059008801,47.20169488482379
2021-01-23,Metropolitan Riveters,Toronto Six,3,3551,2,5,6,2,0,Toronto Six,Shot,Breanne Wilson-Bennett,Indirect,194,71,139,81,Sarah Steele,133,72,Wristshot,Blocked,TRUE,FALSE,55.90169943749474,10.816653826391969,63.06346010171025
2021-01-24,Boston Pride,Buffalo Beauts,1,42,0,5,5,0,0,Boston Pride,Shot,Christina Putigna,Direct,176,81,141,61,McKenna Brand,140,61,Snapshot,Missed,TRUE,FALSE,40.311288741492746,1,52.20153254455275
2021-01-24,Boston Pride,Buffalo Beauts,1,61,2,5,5,0,0,Boston Pride,Shot,Tori Sullivan,Direct,194,21,127,17,Kaleigh Fratkin,129,23,Snapshot,Blocked,TRUE,FALSE,67.11929677819934,6.324555320336759,63.245553203367585
2021-01-24,Boston Pride,Buffalo Beauts,1,103,2,5,5,0,0,Buffalo Beauts,Shot,Brooke Stacey,Direct,169,60,135,22,Dominique Kremer,136,24,Snapshot,Missed,TRUE,FALSE,50.99019513592785,2.23606797749979,56.302753041036986
2021-01-24,Boston Pride,Buffalo Beauts,1,195,1,5,5,0,0,Boston Pride,Shot,Jillian Dempsey,Direct,169,60,165,33,McKenna Brand,172,31,Snapshot,Blocked,FALSE,FALSE,27.294688127912362,7.280109889280518,20.808652046684813
2021-01-24,Boston Pride,Buffalo Beauts,1,268,0,5,5,0,0,Boston Pride,Shot,Tereza Vanisova,Direct,169,17,165,28,Taylor Wenczkowski,165,28,Slapshot,Blocked,FALSE,TRUE,11.704699910719626,0,28.30194339616981
2021-01-24,Boston Pride,Buffalo Beauts,1,318,6,5,5,0,0,Boston Pride,Shot,Jenna Rheault,Direct,52,58,79,74,Meaghan Rickard,174,24,Snapshot,On Net,FALSE,FALSE,31.38470965295043,107.35455276791944,24.20743687382041
2021-01-24,Boston Pride,Buffalo Beauts,1,351,8,5,5,0,0,Boston Pride,Shot,Taylor Turnquist,Direct,36,6,49,24,Jillian Dempsey,179,54,Snapshot,On Net,FALSE,FALSE,22.20360331117452,133.41664064126334,14.866068747318506
2021-01-24,Boston Pride,Buffalo Beauts,1,522,2,5,5,0,0,Boston Pride,Shot,McKenna Brand,Direct,188,62,170,53,Christina Putigna,170,57,Snapshot,Blocked,TRUE,FALSE,20.12461179749811,4,23.600847442411894
2021-01-24,Boston Pride,Buffalo Beauts,1,539,2,5,5,0,0,Boston Pride,Shot,Lauren Kelly,Direct,87,81,120,74,Jillian Dempsey,162,63,Snapshot,Blocked,FALSE,FALSE,33.734255586866,43.41658669218482,33.60059523282288
2021-01-24,Boston Pride,Buffalo Beauts,1,558,3,5,5,0,0,Boston Pride,Goal,McKenna Brand,Indirect,146,13,198,29,Jillian Dempsey,196,31,Snapshot,On Net,FALSE,FALSE,54.405882034941776,2.8284271247461903,13.892443989449804
2021-01-24,Boston Pride,Buffalo Beauts,1,623,3,5,4,1,0,Boston Pride,Shot,Mallory Souliotis,Direct,145,67,166,25,Samantha Davis,171,33,Wristshot,On Net,FALSE,FALSE,46.95742752749558,9.433981132056603,20.591260281974
2021-01-24,Boston Pride,Buffalo Beauts,1,656,0,5,4,1,0,Boston Pride,Shot,Tereza Vanisova,Direct,156,5,138,37,Kaleigh Fratkin,138,37,Slapshot,Blocked,TRUE,TRUE,36.71511950137164,0,51.35172830587107
2021-01-24,Boston Pride,Buffalo Beauts,1,709,3,5,5,1,0,Buffalo Beauts,Goal,Kayla Meneghin,Direct,58,43,117,39,Jordan Juron,183,44,Snapshot,On Net,FALSE,FALSE,59.135437767890075,66.18912297349165,6.082762530298219
2021-01-24,Boston Pride,Buffalo Beauts,1,785,5,5,5,1,1,Boston Pride,Shot,Meaghan Rickard,Direct,40,74,96,25,Meghara McManus,174,24,Wristshot,Blocked,FALSE,FALSE,74.41102068914255,78.00640999302557,24.20743687382041
2021-01-24,Boston Pride,Buffalo Beauts,1,885,7,5,5,1,1,Boston Pride,Shot,Lauren Kelly,Indirect,7,63,59,82,Tereza Vanisova,175,58,Wristshot,Missed,FALSE,FALSE,55.362442142665635,118.45674315968678,20.518284528683193
2021-01-24,Boston Pride,Buffalo Beauts,1,913,1,5,5,1,1,Boston Pride,Shot,Samantha Davis,Direct,162,83,135,62,Paige Capistran,139,46,Slapshot,Blocked,TRUE,FALSE,34.20526275297414,16.492422502470642,50.08991914547278
2021-01-24,Boston Pride,Buffalo Beauts,1,952,6,5,5,1,1,Boston Pride,Shot,Christina Putigna,Direct,59,83,89,56,McKenna Brand,162,58,Snapshot,On Net,FALSE,FALSE,40.36087214122113,73.02739212103907,30.886890422961002
2021-01-24,Boston Pride,Buffalo Beauts,1,998,2,5,5,1,1,Buffalo Beauts,Shot,Autumn MacDougall,Direct,133,27,145,21,Brooke Stacey,170,29,Snapshot,Blocked,FALSE,FALSE,13.416407864998739,26.248809496813376,23.600847442411894
2021-01-24,Boston Pride,Buffalo Beauts,1,1009,1,5,5,1,1,Buffalo Beauts,Shot,Cassidy MacPherson,Direct,142,60,144,7,Marie-Jo Pelletier,151,9,Snapshot,On Net,TRUE,FALSE,53.03772242470448,7.280109889280518,50.99019513592785
2021-01-24,Boston Pride,Buffalo Beauts,1,1085,2,5,5,1,1,Boston Pride,Shot,Mallory Souliotis,Direct,130,73,144,8,Taylor Turnquist,161,7,Wristshot,Missed,TRUE,FALSE,66.49060083951716,17.029386365926403,45.60701700396552
2021-01-24,Boston Pride,Buffalo Beauts,1,1098,2,5,5,1,1,Boston Pride,Shot,Mary Parker,Direct,160,34,181,41,Tori Sullivan,181,47,Snapshot,Blocked,FALSE,FALSE,22.135943621178654,6,8.94427190999916
2021-01-24,Boston Pride,Buffalo Beauts,1,1104,3,5,5,1,1,Boston Pride,Shot,Mallory Souliotis,Direct,162,82,130,38,Taylor Turnquist,160,27,Wristshot,Blocked,TRUE,FALSE,54.405882034941776,31.953090617340916,33.12099032335839
2021-01-24,Boston Pride,Buffalo Beauts,1,1112,2,5,5,1,1,Boston Pride,Shot,Mary Parker,Direct,197,64,194,29,Lexie Laing,190,28,Snapshot,On Net,FALSE,FALSE,35.12833614050059,4.123105625617661,15.033296378372908
2021-01-24,Boston Pride,Buffalo Beauts,1,1134,5,5,5,1,1,Boston Pride,Goal,Christina Putigna,Direct,80,13,107,52,McKenna Brand,158,60,Wristshot,On Net,TRUE,FALSE,47.43416490252569,51.62363799656123,35.35533905932738
2021-01-24,Boston Pride,Buffalo Beauts,1,1155,1,5,5,2,1,Buffalo Beauts,Shot,Erin Gehen,Direct,179,57,178,41,Kristin Lewicki,178,41,Snapshot,On Net,FALSE,TRUE,16.0312195418814,0,11.180339887498949
2021-01-24,Boston Pride,Buffalo Beauts,1,1172,1,5,5,2,1,Buffalo Beauts,Shot,Erin Gehen,Direct,153,78,171,39,Kristin Lewicki,173,36,Snapshot,Blocked,TRUE,FALSE,42.95346318982906,3.605551275463989,17.46424919657298
2021-01-24,Boston Pride,Buffalo Beauts,2,1206,5,5,5,2,1,Boston Pride,Shot,Mallory Souliotis,Indirect,71,69,120,81,McKenna Brand,178,66,Snapshot,On Net,FALSE,FALSE,50.44799302251776,59.90826320300064,25.495097567963924
2021-01-24,Boston Pride,Buffalo Beauts,2,1263,1,5,5,2,1,Buffalo Beauts,Shot,Dominique Kremer,Direct,127,14,134,65,Whitney Dove,134,65,Fan,Missed,TRUE,TRUE,51.478150704935004,0,59.23681287847955
2021-01-24,Boston Pride,Buffalo Beauts,2,1302,3,5,5,2,1,Boston Pride,Shot,Samantha Davis,Direct,171,80,130,77,Paige Capistran,132,55,Snapshot,Blocked,TRUE,FALSE,41.10960958218893,22.090722034374522,58.249463516842795
2021-01-24,Boston Pride,Buffalo Beauts,2,1355,4,5,5,2,1,Boston Pride,Shot,Kaleigh Fratkin,Indirect,54,79,114,81,Tereza Vanisova,166,80,Snapshot,On Net,TRUE,FALSE,60.03332407921454,52.009614495783374,43.56604182158393
2021-01-24,Boston Pride,Buffalo Beauts,2,1392,1,5,4,2,1,Boston Pride,Shot,Jillian Dempsey,Direct,187,62,164,52,McKenna Brand,164,52,Snapshot,Blocked,TRUE,TRUE,25.079872407968907,0,26.570660511172846
2021-01-24,Boston Pride,Buffalo Beauts,2,1433,0,5,4,2,1,Boston Pride,Shot,Jillian Dempsey,Direct,175,68,172,46,Christina Putigna,172,46,Snapshot,On Net,FALSE,TRUE,22.20360331117452,0,17.26267650163207
2021-01-24,Boston Pride,Buffalo Beauts,2,1461,1,5,3,2,1,Boston Pride,Shot,Kaleigh Fratkin,Direct,145,57,146,25,McKenna Brand,146,25,Slapshot,Blocked,TRUE,TRUE,32.01562118716424,0,46.61544808322666
2021-01-24,Boston Pride,Buffalo Beauts,2,1471,1,5,3,2,1,Boston Pride,Shot,McKenna Brand,Direct,135,24,153,65,Kaleigh Fratkin,153,65,Fan,Missed,TRUE,TRUE,44.77722635447622,0,42.190046219457976
2021-01-24,Boston Pride,Buffalo Beauts,2,1473,1,5,3,2,1,Boston Pride,Goal,Lexie Laing,Direct,186,56,184,39,Jillian Dempsey,184,39,Snapshot,On Net,FALSE,TRUE,17.11724276862369,0,6.4031242374328485
2021-01-24,Boston Pride,Buffalo Beauts,2,1494,1,5,4,3,1,Boston Pride,Shot,Tereza Vanisova,Direct,162,69,186,50,Taylor Wenczkowski,187,48,Snapshot,On Net,FALSE,FALSE,30.610455730027933,2.23606797749979,5.385164807134504
2021-01-24,Boston Pride,Buffalo Beauts,2,1551,0,5,5,4,1,Buffalo Beauts,Shot,Autumn MacDougall,Direct,179,79,174,46,Whitney Dove,174,46,Snapshot,Missed,FALSE,TRUE,33.37663853655727,0,15.297058540778355
2021-01-24,Boston Pride,Buffalo Beauts,2,1572,1,5,5,4,1,Buffalo Beauts,Shot,Erin Gehen,Direct,155,83,154,53,Kristin Lewicki,157,55,Slapshot,On Net,TRUE,FALSE,30.01666203960727,3.605551275463989,34.17601498127012
2021-01-24,Boston Pride,Buffalo Beauts,2,1607,12,5,4,4,1,Boston Pride,Shot,Kaleigh Fratkin,Indirect,7,60,9,19,Taylor Turnquist,155,40,Snapshot,On Net,FALSE,FALSE,41.048751503547585,147.50254235097103,34.132096331752024
2021-01-24,Boston Pride,Buffalo Beauts,2,1665,2,5,4,4,1,Boston Pride,Shot,Christina Putigna,Direct,119,81,138,64,Tereza Vanisova,167,51,Snapshot,Missed,TRUE,FALSE,25.495097567963924,31.78049716414141,23.40939982143925
2021-01-24,Boston Pride,Buffalo Beauts,2,1684,1,5,4,4,1,Boston Pride,Shot,Kaleigh Fratkin,Direct,129,39,154,82,Paige Capistran,154,82,Snapshot,Blocked,TRUE,FALSE,49.73932046178355,0,52.40229002629561
2021-01-24,Boston Pride,Buffalo Beauts,2,1812,1,5,5,4,1,Boston Pride,Shot,Tereza Vanisova,Direct,139,51,168,27,Taylor Wenczkowski,176,28,Snapshot,Missed,FALSE,FALSE,37.64306044943742,8.06225774829855,19.849433241279208
2021-01-24,Boston Pride,Buffalo Beauts,2,1844,4,5,5,4,1,Boston Pride,Shot,Mallory Souliotis,Indirect,86,58,114,74,Mary Parker,168,75,Snapshot,Blocked,TRUE,FALSE,32.2490309931942,54.00925846556311,38.27531841800928
2021-01-24,Boston Pride,Buffalo Beauts,2,1848,0,5,5,4,1,Boston Pride,Shot,Mary Parker,Direct,187,20,169,35,Tori Sullivan,169,35,Snapshot,Missed,TRUE,TRUE,23.430749027719962,0,21.540659228538015
2021-01-24,Boston Pride,Buffalo Beauts,2,1885,1,4,5,4,1,Buffalo Beauts,Shot,Marie-Jo Pelletier,Direct,172,82,148,62,Brooke Stacey,148,62,Snapshot,Blocked,TRUE,TRUE,31.240998703626616,0,45.18849411078001
2021-01-24,Boston Pride,Buffalo Beauts,2,1957,11,4,5,4,1,Buffalo Beauts,Shot,Carly Jackson,Indirect,6,58,5,54,Alyson Matteau,150,58,Wristshot,Blocked,TRUE,FALSE,4.123105625617661,145.0551619212498,41.78516483155236
2021-01-24,Boston Pride,Buffalo Beauts,2,1966,0,4,5,4,1,Buffalo Beauts,Shot,Autumn MacDougall,Direct,186,22,179,48,Dominique Kremer,179,48,Fan,Missed,FALSE,TRUE,26.92582403567252,0,11.180339887498949
2021-01-24,Boston Pride,Buffalo Beauts,2,2016,4,5,5,4,1,Boston Pride,Shot,Taylor Turnquist,Direct,39,17,93,79,Tereza Vanisova,167,79,Snapshot,Blocked,TRUE,FALSE,82.21921916437786,74,42.190046219457976
2021-01-24,Boston Pride,Buffalo Beauts,2,2021,2,5,5,4,1,Boston Pride,Shot,Samantha Davis,Direct,178,3,131,5,Taylor Turnquist,131,16,Slapshot,On Net,TRUE,FALSE,47.042533945356304,11,63.97655820689325
2021-01-24,Boston Pride,Buffalo Beauts,2,2029,3,5,5,4,1,Boston Pride,Shot,Samantha Davis,Indirect,156,2,176,3,Taylor Wenczkowski,185,7,Snapshot,On Net,TRUE,FALSE,20.024984394500787,9.848857801796104,36.22154055254967
2021-01-24,Boston Pride,Buffalo Beauts,2,2056,1,5,5,4,1,Boston Pride,Shot,Samantha Davis,Direct,160,17,160,38,Taylor Wenczkowski,160,38,Slapshot,Blocked,TRUE,TRUE,21,0,29.427877939124322
2021-01-24,Boston Pride,Buffalo Beauts,2,2100,5,5,5,4,1,Boston Pride,Shot,Kaleigh Fratkin,Direct,69,7,79,30,Jillian Dempsey,164,69,Snapshot,On Net,TRUE,FALSE,25.079872407968907,93.5200513259055,36.069377593742864
2021-01-24,Boston Pride,Buffalo Beauts,2,2125,2,5,5,4,1,Buffalo Beauts,Shot,Whitney Dove,Direct,139,57,155,22,Brooke Stacey,166,26,Snapshot,Blocked,TRUE,FALSE,38.48376280978771,11.704699910719626,28.600699292150182
2021-01-24,Boston Pride,Buffalo Beauts,2,2127,0,5,5,4,1,Buffalo Beauts,Shot,Brooke Stacey,Direct,195,35,182,37,Cassidy MacPherson,182,37,Fan,Missed,FALSE,TRUE,13.152946437965905,0,9.219544457292887
2021-01-24,Boston Pride,Buffalo Beauts,2,2197,1,5,5,4,1,Buffalo Beauts,Shot,Erin Gehen,Direct,157,50,168,65,Jordan Juron,177,54,Wristshot,Missed,TRUE,FALSE,18.601075237738275,14.212670403551895,16.278820596099706
2021-01-24,Boston Pride,Buffalo Beauts,2,2279,0,5,5,4,1,Boston Pride,Goal,Tereza Vanisova,Direct,167,25,173,41,Taylor Wenczkowski,181,47,Wristshot,On Net,FALSE,FALSE,17.08800749063506,10,8.94427190999916
2021-01-24,Boston Pride,Buffalo Beauts,2,2292,0,5,5,5,1,Buffalo Beauts,Shot,Kristin Lewicki,Direct,166,77,138,75,Whitney Dove,149,71,Wristshot,On Net,TRUE,FALSE,28.071337695236398,11.704699910719626,48.82622246293481
2021-01-24,Boston Pride,Buffalo Beauts,2,2307,3,5,5,5,1,Boston Pride,Shot,Jillian Dempsey,Indirect,189,15,160,7,McKenna Brand,153,32,Wristshot,Blocked,TRUE,FALSE,30.083217912982647,25.96150997149434,37.64306044943742
2021-01-24,Boston Pride,Buffalo Beauts,3,2451,6,5,5,5,1,Buffalo Beauts,Shot,Megan Delay,Direct,86,2,91,4,Jordan Juron,180,39,Fan,On Net,FALSE,FALSE,5.385164807134504,95.63472172804185,9.848857801796104
2021-01-24,Boston Pride,Buffalo Beauts,3,2462,2,5,5,5,1,Buffalo Beauts,Shot,Erin Gehen,Direct,126,50,142,12,Megan Delay,159,13,Snapshot,Missed,TRUE,FALSE,41.23105625617661,17.029386365926403,42.42640687119285
2021-01-24,Boston Pride,Buffalo Beauts,3,2475,7,5,5,5,1,Boston Pride,Shot,Tori Sullivan,Direct,52,3,90,51,Mary Parker,179,37,Snapshot,Missed,FALSE,FALSE,61.220911460055866,90.09439494219383,11.661903789690601
2021-01-24,Boston Pride,Buffalo Beauts,3,2550,3,5,5,5,1,Buffalo Beauts,Shot,Marie-Jo Pelletier,Direct,77,17,94,23,Iveta Klimasova,139,5,Snapshot,Blocked,FALSE,FALSE,18.027756377319946,48.46648326421054,62.80127387243033
2021-01-24,Boston Pride,Buffalo Beauts,3,2564,4,5,5,5,1,Boston Pride,Shot,Mallory Souliotis,Direct,79,53,123,39,Meghara McManus,172,41,Snapshot,On Net,FALSE,FALSE,46.17358552246078,49.040799340956916,17.11724276862369
2021-01-24,Boston Pride,Buffalo Beauts,3,2613,4,5,5,5,1,Buffalo Beauts,Shot,Erin Gehen,Direct,63,64,104,11,Jordan Juron,160,12,Slapshot,Missed,FALSE,FALSE,67.00746227100382,56.00892785976178,42.44997055358225
2021-01-24,Boston Pride,Buffalo Beauts,3,2622,2,5,5,5,1,Buffalo Beauts,Shot,Kristin Lewicki,Indirect,135,57,135,66,Jordan Juron,163,63,Wristshot,Blocked,FALSE,FALSE,9,28.160255680657446,32.802438933713454
2021-01-24,Boston Pride,Buffalo Beauts,3,2629,2,5,5,5,1,Buffalo Beauts,Shot,Marie-Jo Pelletier,Direct,160,3,156,24,Lenka Curmova,161,29,Snapshot,On Net,FALSE,FALSE,21.37755832643195,7.0710678118654755,31.304951684997057
2021-01-24,Boston Pride,Buffalo Beauts,3,2712,6,5,5,5,1,Boston Pride,Shot,Tori Sullivan,Direct,41,61,52,35,Mary Parker,149,59,Snapshot,On Net,FALSE,FALSE,28.231188426986208,99.92497185388645,43.08131845707603
2021-01-24,Boston Pride,Buffalo Beauts,3,2772,7,5,5,5,1,Boston Pride,Shot,Mallory Souliotis,Indirect,31,16,110,73,Meaghan Rickard,161,62,Wristshot,Blocked,FALSE,FALSE,97.41663102366043,52.172789842982326,33.83784863137726
2021-01-24,Boston Pride,Buffalo Beauts,3,2800,4,5,5,5,1,Buffalo Beauts,Shot,Megan Delay,Direct,86,12,111,73,Iveta Klimasova,144,73,Snapshot,On Net,FALSE,FALSE,65.92419889539804,33,54.08326913195984
2021-01-24,Boston Pride,Buffalo Beauts,3,2858,2,5,4,5,1,Boston Pride,Shot,Christina Putigna,Indirect,161,72,144,9,Lauren Kelly,148,12,Snapshot,On Net,FALSE,FALSE,65.25335240430181,5,51.40038910358559
2021-01-24,Boston Pride,Buffalo Beauts,3,2906,3,5,3,5,1,Boston Pride,Shot,Jillian Dempsey,Direct,184,24,154,21,McKenna Brand,155,45,Snapshot,Blocked,TRUE,FALSE,30.14962686336267,24.020824298928627,34.058772731852805
2021-01-24,Boston Pride,Buffalo Beauts,3,2959,4,5,3,5,1,Boston Pride,Shot,McKenna Brand,Direct,136,57,138,29,Kaleigh Fratkin,146,60,Slapshot,On Net,FALSE,FALSE,28.071337695236398,32.01562118716424,46.238512086787566
2021-01-24,Boston Pride,Buffalo Beauts,3,2990,0,5,4,5,1,Boston Pride,Shot,Samantha Davis,Direct,146,21,138,51,Taylor Turnquist,138,51,Slapshot,On Net,FALSE,TRUE,31.04834939252005,0,51.62363799656123
2021-01-24,Boston Pride,Buffalo Beauts,3,3025,2,5,5,5,1,Boston Pride,Shot,Samantha Davis,Direct,169,79,128,73,Lauren Kelly,134,70,Slapshot,Blocked,FALSE,FALSE,41.43669871020132,6.708203932499369,61.26989472816156
2021-01-24,Boston Pride,Buffalo Beauts,3,3067,3,5,5,5,1,Boston Pride,Shot,Meghara McManus,Direct,91,17,110,51,Meaghan Rickard,169,59,Snapshot,Blocked,FALSE,FALSE,38.948684188300895,59.53990258641679,25.612496949731394
2021-01-24,Boston Pride,Buffalo Beauts,3,3069,1,5,5,5,1,Boston Pride,Shot,Meaghan Rickard,Direct,188,59,183,51,Meghara McManus,184,53,Snapshot,On Net,FALSE,FALSE,9.433981132056603,2.23606797749979,11.180339887498949
2021-01-24,Boston Pride,Buffalo Beauts,3,3126,2,5,5,5,1,Buffalo Beauts,Shot,Marie-Jo Pelletier,Direct,107,3,112,16,Iveta Klimasova,146,23,Snapshot,On Net,FALSE,FALSE,13.92838827718412,34.713109915419565,47.4236228055175
2021-01-24,Boston Pride,Buffalo Beauts,3,3143,1,5,5,5,1,Boston Pride,Shot,Mary Parker,Direct,161,32,182,56,Lexie Laing,182,56,Snapshot,Missed,FALSE,TRUE,31.89043743820395,0,14.7648230602334
2021-01-24,Boston Pride,Buffalo Beauts,3,3311,5,5,5,5,1,Boston Pride,Shot,Kaleigh Fratkin,Indirect,29,3,123,13,McKenna Brand,172,27,Snapshot,Missed,FALSE,FALSE,94.53041838477179,50.96076922496363,23.345235059857504
2021-01-24,Boston Pride,Buffalo Beauts,3,3377,2,5,5,5,1,Buffalo Beauts,Shot,Jordan Juron,Direct,169,12,132,34,Erin Gehen,147,29,Snapshot,On Net,FALSE,FALSE,43.04648650006177,15.811388300841896,44.27188724235731
2021-01-24,Boston Pride,Buffalo Beauts,3,3397,0,4,5,5,1,Buffalo Beauts,Shot,Cassidy MacPherson,Direct,194,54,176,35,Erin Gehen,176,35,Snapshot,Missed,FALSE,TRUE,26.1725046566048,0,15.264337522473747
2021-01-24,Boston Pride,Buffalo Beauts,3,3437,1,4,5,5,1,Boston Pride,Shot,Meghara McManus,Direct,178,52,180,38,Carlee Turner,180,38,Snapshot,On Net,FALSE,TRUE,14.142135623730951,0,10.295630140987
2021-01-24,Boston Pride,Buffalo Beauts,3,3459,2,4,5,5,1,Buffalo Beauts,Shot,Marie-Jo Pelletier,Direct,178,80,130,53,Alyson Matteau,132,51,Snapshot,Missed,TRUE,FALSE,55.072679252057455,2.8284271247461903,57.55866572463264
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,96,5,5,5,0,0,Metropolitan Riveters,Shot,Kendall Cornine,Indirect,196,43,194,12,Paige Voight,159,20,Snapshot,Blocked,TRUE,FALSE,31.064449134018133,35.90264614203248,37.8021163428716
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,247,4,5,5,0,0,Connecticut Whale,Shot,Maggie LaGue,Direct,41,25,81,44,Nicole Guagliardo,147,20,Snapshot,Blocked,TRUE,FALSE,44.28317965096906,70.22819946431775,47.885279575251516
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,271,2,5,5,0,0,Metropolitan Riveters,Shot,Kelly Babstock,Direct,192,66,145,66,Sammy Kolowrat,139,64,Snapshot,Blocked,TRUE,FALSE,47,6.324555320336759,54.230987451824994
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,304,2,5,5,0,0,Metropolitan Riveters,Shot,Kendall Cornine,Indirect,176,2,131,4,Kiira Dosdall,131,4,Wristshot,On Net,TRUE,FALSE,45.044422518220834,0,69.8927750200262
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,317,2,5,5,0,0,Metropolitan Riveters,Shot,Kendall Cornine,Indirect,170,10,132,2,Leila Kilduff,135,3,Snapshot,Missed,TRUE,FALSE,38.8329756778952,3.1622776601683795,67.20119046564577
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,336,4,5,5,0,2,Connecticut Whale,Shot,Nicole Guagliardo,Indirect,110,85,146,83,Janine Weber,174,67,Snapshot,Missed,FALSE,FALSE,36.05551275463989,32.2490309931942,28.30194339616981
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,376,4,5,5,0,2,Connecticut Whale,Shot,Emma Vlasic,Direct,96,74,105,65,Alyssa Wohlfeiler,160,23,Wristshot,Blocked,FALSE,FALSE,12.727922061357855,69.20260110718382,35.22782990761707
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,384,3,5,5,0,2,Metropolitan Riveters,Shot,Kate Leary,Direct,95,71,114,55,Rebecca Morse,165,73,Wristshot,Blocked,FALSE,FALSE,24.839484696748443,54.08326913195984,38.41874542459709
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,431,5,5,5,0,2,Metropolitan Riveters,Shot,Allie Olnowich,Direct,31,1,78,23,Kendall Cornine,166,27,Wristshot,Missed,TRUE,FALSE,51.894122981316485,88.09086218218096,28.0178514522438
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,449,7,5,5,0,2,Metropolitan Riveters,Shot,Paige Voight,Direct,29,55,46,82,Mallory Rushton,167,64,Wristshot,On Net,TRUE,FALSE,31.906112267087632,122.3315167894194,30.4138126514911
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,467,1,5,5,0,2,Connecticut Whale,Goal,Tori Howran,Direct,192,72,179,43,Amanda Conway,179,43,Snapshot,On Net,FALSE,TRUE,31.78049716414141,0,10
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,560,2,5,4,1,2,Connecticut Whale,Shot,Tori Howran,Direct,130,40,150,75,Kayla Friesen,159,72,Snapshot,Blocked,FALSE,FALSE,40.311288741492746,9.486832980505138,41.72529209005013
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,607,5,5,4,1,2,Connecticut Whale,Shot,Alyssa Wohlfeiler,Direct,158,84,128,66,Maggie LaGue,160,17,Wristshot,On Net,FALSE,FALSE,34.9857113690718,58.52349955359813,38.948684188300895
