game_date,home_team,away_team,period,game_seconds,time_since_pass,home_team_skaters,away_team_skaters,home_team_goals,away_team_goals,team,event,passer,pass_type,pass_x,pass_y,rec_x,rec_y,shooter,shot_x,shot_y,shot_type,shot_outcome,shot_traffic,shot_onetimer
2021-01-24,Boston Pride,Buffalo Beauts,3,2622,2,5,5,5,1,Buffalo Beauts,Shot,Kristin Lewicki,Indirect,135,28,135,19,Jordan Juron,163,22,Wristshot,Blocked,FALSE,FALSE
2021-01-24,Boston Pride,Buffalo Beauts,3,2629,2,5,5,5,1,Buffalo Beauts,Shot,Marie-Jo Pelletier,Direct,160,82,156,61,Lenka Curmova,161,56,Snapshot,On Net,FALSE,FALSE
2021-01-24,Boston Pride,Buffalo Beauts,3,2712,6,5,5,5,1,Boston Pride,Shot,Tori Sullivan,Direct,41,24,52,50,Mary Parker,149,26,Snapshot,On Net,FALSE,FALSE
2021-01-24,Boston Pride,Buffalo Beauts,3,2772,7,5,5,5,1,Boston Pride,Shot,Mallory Souliotis,Indirect,31,69,110,12,Meaghan Rickard,161,23,Wristshot,Blocked,FALSE,FALSE
2021-01-24,Boston Pride,Buffalo Beauts,3,2800,4,5,5,5,1,Buffalo Beauts,Shot,Megan Delay,Direct,86,73,111,12,Iveta Klimasova,144,12,Snapshot,On Net,FALSE,FALSE
2021-01-24,Boston Pride,Buffalo Beauts,3,2858,2,5,4,5,1,Boston Pride,Shot,Christina Putigna,Indirect,161,13,144,76,Lauren Kelly,148,73,Snapshot,On Net,FALSE,FALSE
2021-01-24,Boston Pride,Buffalo Beauts,3,2906,3,5,3,5,1,Boston Pride,Shot,Jillian Dempsey,Direct,184,61,154,64,McKenna Brand,155,40,Snapshot,Blocked,TRUE,FALSE
2021-01-24,Boston Pride,Buffalo Beauts,3,2959,4,5,3,5,1,Boston Pride,Shot,McKenna Brand,Direct,136,28,138,56,Kaleigh Fratkin,146,25,Slapshot,On Net,FALSE,FALSE
2021-01-24,Boston Pride,Buffalo Beauts,3,2990,0,5,4,5,1,Boston Pride,Shot,Samantha Davis,Direct,146,64,138,34,Taylor Turnquist,138,34,Slapshot,On Net,FALSE,TRUE
2021-01-24,Boston Pride,Buffalo Beauts,3,3025,2,5,5,5,1,Boston Pride,Shot,Samantha Davis,Direct,169,6,128,12,Lauren Kelly,134,15,Slapshot,Blocked,FALSE,FALSE
2021-01-24,Boston Pride,Buffalo Beauts,3,3067,3,5,5,5,1,Boston Pride,Shot,Meghara McManus,Direct,91,68,110,34,Meaghan Rickard,169,26,Snapshot,Blocked,FALSE,FALSE
2021-01-24,Boston Pride,Buffalo Beauts,3,3069,1,5,5,5,1,Boston Pride,Shot,Meaghan Rickard,Direct,188,26,183,34,Meghara McManus,184,32,Snapshot,On Net,FALSE,FALSE
2021-01-24,Boston Pride,Buffalo Beauts,3,3126,2,5,5,5,1,Buffalo Beauts,Shot,Marie-Jo Pelletier,Direct,107,82,112,69,Iveta Klimasova,146,62,Snapshot,On Net,FALSE,FALSE
2021-01-24,Boston Pride,Buffalo Beauts,3,3143,1,5,5,5,1,Boston Pride,Shot,Mary Parker,Direct,161,53,182,29,Lexie Laing,182,29,Snapshot,Missed,FALSE,TRUE
2021-01-24,Boston Pride,Buffalo Beauts,3,3311,5,5,5,5,1,Boston Pride,Shot,Kaleigh Fratkin,Indirect,29,82,123,72,McKenna Brand,172,58,Snapshot,Missed,FALSE,FALSE
2021-01-24,Boston Pride,Buffalo Beauts,3,3377,2,5,5,5,1,Buffalo Beauts,Shot,Jordan Juron,Direct,169,73,132,51,Erin Gehen,147,56,Snapshot,On Net,FALSE,FALSE
2021-01-24,Boston Pride,Buffalo Beauts,3,3397,0,4,5,5,1,Buffalo Beauts,Shot,Cassidy MacPherson,Direct,194,31,176,50,Erin Gehen,176,50,Snapshot,Missed,FALSE,TRUE
2021-01-24,Boston Pride,Buffalo Beauts,3,3437,1,4,5,5,1,Boston Pride,Shot,Meghara McManus,Direct,178,33,180,47,Carlee Turner,180,47,Snapshot,On Net,FALSE,TRUE
2021-01-24,Boston Pride,Buffalo Beauts,3,3459,2,4,5,5,1,Buffalo Beauts,Shot,Marie-Jo Pelletier,Direct,178,5,130,32,Alyson Matteau,132,34,Snapshot,Missed,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,96,5,5,5,0,0,Metropolitan Riveters,Shot,Kendall Cornine,Indirect,196,42,194,73,Paige Voight,159,65,Snapshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,247,4,5,5,0,0,Connecticut Whale,Shot,Maggie LaGue,Direct,41,60,81,41,Nicole Guagliardo,147,65,Snapshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,271,2,5,5,0,0,Metropolitan Riveters,Shot,Kelly Babstock,Direct,192,19,145,19,Sammy Kolowrat,139,21,Snapshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,304,2,5,5,0,0,Metropolitan Riveters,Shot,Kendall Cornine,Indirect,176,83,131,81,Kiira Dosdall,131,81,Wristshot,On Net,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,317,2,5,5,0,0,Metropolitan Riveters,Shot,Kendall Cornine,Indirect,170,75,132,83,Leila Kilduff,135,82,Snapshot,Missed,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,336,4,5,5,0,2,Connecticut Whale,Shot,Nicole Guagliardo,Indirect,110,0,146,2,Janine Weber,174,18,Snapshot,Missed,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,376,4,5,5,0,2,Connecticut Whale,Shot,Emma Vlasic,Direct,96,11,105,20,Alyssa Wohlfeiler,160,62,Wristshot,Blocked,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,384,3,5,5,0,2,Metropolitan Riveters,Shot,Kate Leary,Direct,95,14,114,30,Rebecca Morse,165,12,Wristshot,Blocked,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,431,5,5,5,0,2,Metropolitan Riveters,Shot,Allie Olnowich,Direct,31,84,78,62,Kendall Cornine,166,58,Wristshot,Missed,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,449,7,5,5,0,2,Metropolitan Riveters,Shot,Paige Voight,Direct,29,30,46,3,Mallory Rushton,167,21,Wristshot,On Net,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,467,1,5,5,0,2,Connecticut Whale,Goal,Tori Howran,Direct,192,13,179,42,Amanda Conway,179,42,Snapshot,On Net,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,560,2,5,4,1,2,Connecticut Whale,Shot,Tori Howran,Direct,130,45,150,10,Kayla Friesen,159,13,Snapshot,Blocked,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,607,5,5,4,1,2,Connecticut Whale,Shot,Alyssa Wohlfeiler,Direct,158,1,128,19,Maggie LaGue,160,68,Wristshot,On Net,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,640,1,5,5,1,2,Connecticut Whale,Shot,Taylor Marchin,Direct,151,68,147,48,Amanda Conway,153,44,Snapshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,699,1,4,5,1,2,Metropolitan Riveters,Shot,Rebecca Russo,Direct,169,77,135,45,Kiira Dosdall,135,45,Slapshot,On Net,TRUE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,717,2,4,5,1,2,Metropolitan Riveters,Shot,Rebecca Russo,Direct,136,80,133,30,Kiira Dosdall,133,30,Wristshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,755,1,4,5,1,2,Metropolitan Riveters,Shot,Theresa Knutson,Direct,161,81,173,40,Mallory Rushton,173,40,Snapshot,On Net,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,769,2,4,5,1,2,Metropolitan Riveters,Shot,Rebecca Morse,Direct,132,34,162,18,Mallory Rushton,166,18,Wristshot,On Net,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,789,2,4,5,1,2,Metropolitan Riveters,Shot,Emily Janiga,Direct,191,22,151,18,Mallory Rushton,157,21,Wristshot,Missed,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,848,1,5,5,1,2,Connecticut Whale,Shot,Alyssa Wohlfeiler,Direct,152,80,156,62,Katelynn Russ,156,62,Snapshot,On Net,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,877,3,5,5,1,2,Connecticut Whale,Shot,Elena Orlando,Direct,135,13,169,6,Alyssa Wohlfeiler,142,31,Snapshot,Missed,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,888,3,5,5,2,2,Connecticut Whale,Shot,Grace Klienbach,Direct,106,78,123,64,Kaycie Anderson,176,68,Snapshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,932,4,5,5,2,2,Connecticut Whale,Shot,Janine Weber,Direct,44,80,95,34,Nicole Guagliardo,167,23,Snapshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,983,2,5,5,2,2,Metropolitan Riveters,Shot,Saroya Tinker,Direct,133,31,140,79,Allie Olnowich,154,83,Snapshot,On Net,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,1003,2,5,5,2,2,Connecticut Whale,Shot,Alyssa Wohlfeiler,Direct,167,1,149,19,Emma Vlasic,156,19,Snapshot,On Net,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,1012,1,5,5,2,2,Connecticut Whale,Shot,Emma Vlasic,Direct,150,64,130,55,Hanna Beattie,133,57,Snapshot,On Net,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,1015,2,5,5,2,2,Connecticut Whale,Shot,Kaycie Anderson,Indirect,168,75,142,80,Taylor Marchin,142,80,Snapshot,Missed,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,1044,6,5,5,2,2,Metropolitan Riveters,Shot,Paige Voight,Indirect,117,82,112,80,Kendall Cornine,148,32,Snapshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,1066,2,5,5,2,2,Metropolitan Riveters,Shot,Kendall Cornine,Direct,132,81,137,60,Mallory Rushton,163,62,Snapshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,1095,4,5,5,2,2,Metropolitan Riveters,Shot,Cailey Hutchison,Indirect,153,83,162,83,Theresa Knutson,141,37,Snapshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,1,1198,1,4,4,2,2,Metropolitan Riveters,Shot,Kiira Dosdall,Direct,154,78,132,30,Sammy Kolowrat,132,30,Slapshot,Missed,TRUE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1217,3,4,4,2,2,Metropolitan Riveters,Shot,Madison Packer,Direct,103,12,128,77,Kelly Babstock,155,74,Slapshot,On Net,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1300,1,4,5,2,2,Metropolitan Riveters,Shot,Madison Packer,Direct,158,8,157,62,Rebecca Russo,162,63,Slapshot,On Net,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1312,1,4,5,2,2,Metropolitan Riveters,Shot,Emily Janiga,Direct,155,78,126,77,Rebecca Morse,128,68,Slapshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1319,1,5,5,2,2,Metropolitan Riveters,Shot,Theresa Knutson,Direct,191,59,155,63,Rebecca Morse,157,59,Wristshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1337,5,5,5,2,2,Metropolitan Riveters,Shot,Mallory Rushton,Indirect,24,33,115,1,Theresa Knutson,158,22,Wristshot,On Net,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1344,2,5,5,2,2,Metropolitan Riveters,Shot,Saroya Tinker,Indirect,134,8,170,5,Theresa Knutson,188,14,Wristshot,On Net,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1357,4,5,5,2,2,Connecticut Whale,Shot,Mackenzie Lancaster,Direct,48,47,114,38,Amanda Conway,172,45,Wristshot,On Net,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1495,2,4,5,2,2,Metropolitan Riveters,Shot,Kate Leary,Direct,156,19,131,43,Kiira Dosdall,136,48,Wristshot,Missed,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1591,2,5,5,2,3,Connecticut Whale,Shot,Janine Weber,Direct,94,73,101,75,Kayla Friesen,155,68,Wristshot,On Net,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1642,1,5,5,2,3,Connecticut Whale,Shot,Maggie LaGue,Direct,191,71,155,49,Emma Vlasic,164,47,Wristshot,On Net,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1676,5,5,5,2,3,Connecticut Whale,Shot,Kayla Friesen,Indirect,30,81,87,82,Janine Weber,167,64,Wristshot,Missed,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1690,1,5,5,2,3,Connecticut Whale,Shot,Grace Klienbach,Direct,187,16,170,40,Kaycie Anderson,170,40,Snapshot,On Net,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1707,2,5,5,2,3,Connecticut Whale,Shot,Kaycie Anderson,Direct,162,80,131,44,Taylor Marchin,130,37,Snapshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1742,6,5,5,2,3,Connecticut Whale,Shot,Shannon Doyle,Indirect,75,13,62,13,Mackenzie Lancaster,171,25,Wristshot,Missed,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1763,1,5,5,2,3,Connecticut Whale,Shot,Maddie Bishop,Direct,184,60,165,59,Shannon Doyle,165,59,Snapshot,Blocked,TRUE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1829,3,5,5,2,3,Connecticut Whale,Shot,Hanna Beattie,Indirect,187,9,153,2,Alyssa Wohlfeiler,144,34,Wristshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1839,2,5,5,2,3,Metropolitan Riveters,Shot,Kate Leary,Direct,99,38,125,56,Madison Packer,152,56,Slapshot,On Net,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1865,1,5,5,2,3,Metropolitan Riveters,Shot,Kiira Dosdall,Direct,131,27,139,8,Sammy Kolowrat,149,7,Wristshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1909,2,5,5,2,3,Connecticut Whale,Shot,Emma Vlasic,Indirect,191,61,131,67,Taylor Marchin,130,57,Slapshot,Missed,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,1987,2,5,5,2,3,Connecticut Whale,Shot,Nicole Guagliardo,Direct,130,4,172,18,Janine Weber,180,25,Wristshot,On Net,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,2061,1,5,5,2,3,Connecticut Whale,Shot,Alyssa Wohlfeiler,Direct,194,69,185,80,Katelynn Russ,185,80,Wristshot,On Net,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,2066,2,5,5,2,3,Connecticut Whale,Shot,Kaycie Anderson,Direct,165,71,129,81,Taylor Marchin,132,75,Wristshot,On Net,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,2084,8,5,5,2,3,Connecticut Whale,Shot,Kaycie Anderson,Indirect,18,8,67,14,Sarah Schwenzfeier,177,6,Wristshot,Blocked,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,2184,2,5,5,3,3,Connecticut Whale,Shot,Alyssa Wohlfeiler,Indirect,177,5,150,3,Maggie LaGue,153,12,Slapshot,Missed,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,2221,2,5,5,3,3,Connecticut Whale,Shot,Janine Weber,Direct,184,71,128,67,Taylor Marchin,129,50,Slapshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,2228,4,5,5,3,3,Metropolitan Riveters,Shot,Rebecca Russo,Direct,70,38,87,37,Kelly Babstock,167,33,Wristshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,2266,4,5,5,3,3,Metropolitan Riveters,Shot,Madison Packer,Direct,55,73,103,75,Emily Janiga,156,60,Wristshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,2,2327,2,5,5,3,3,Connecticut Whale,Shot,Grace Klienbach,Indirect,172,83,168,81,Hanna Beattie,182,66,Wristshot,On Net,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,2630,2,5,4,3,3,Connecticut Whale,Shot,Nicole Guagliardo,Direct,174,71,127,30,Shannon Doyle,138,21,Slapshot,Missed,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,2650,2,5,4,3,3,Connecticut Whale,Shot,Maggie LaGue,Direct,138,74,136,16,Shannon Doyle,152,11,Slapshot,On Net,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,2670,2,5,4,3,3,Connecticut Whale,Shot,Shannon Doyle,Direct,137,27,156,9,Mackenzie Lancaster,168,21,Wristshot,On Net,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,2738,3,5,5,3,4,Connecticut Whale,Shot,Mackenzie Lancaster,Indirect,104,1,133,1,Janine Weber,168,18,Snapshot,Blocked,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,2753,2,5,5,3,4,Connecticut Whale,Shot,Kayla Friesen,Direct,106,52,111,28,Mackenzie Lancaster,145,25,Snapshot,On Net,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,2811,6,5,5,3,4,Metropolitan Riveters,Shot,Mallory Rushton,Direct,43,4,87,67,Theresa Knutson,159,54,Snapshot,Blocked,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,2845,5,5,5,3,4,Connecticut Whale,Shot,Taylor Marchin,Direct,63,6,96,71,Maddie Bishop,142,49,Snapshot,Missed,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,2899,3,5,5,3,4,Connecticut Whale,Shot,Janine Weber,Indirect,83,76,116,78,Mackenzie Lancaster,171,66,Snapshot,Blocked,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,3003,1,5,5,3,4,Connecticut Whale,Shot,Alyssa Wohlfeiler,Direct,133,23,137,26,Emma Vlasic,160,29,Slapshot,Missed,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,3057,6,5,5,3,4,Connecticut Whale,Shot,Katelynn Russ,Direct,71,77,108,10,Sarah Schwenzfeier,182,8,Snapshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,3093,0,5,5,3,4,Connecticut Whale,Shot,Tori Howran,Direct,188,31,183,38,Sarah Schwenzfeier,183,38,Snapshot,On Net,FALSE,TRUE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,3145,7,5,5,3,4,Metropolitan Riveters,Shot,Leila Kilduff,Direct,49,5,79,23,Kate Leary,169,50,Snapshot,On Net,FALSE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,3315,8,4,5,3,4,Connecticut Whale,Shot,Maggie LaGue,Indirect,6,21,33,3,Sarah Schwenzfeier,151,18,Snapshot,On Net,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,3373,1,4,5,3,4,Metropolitan Riveters,Shot,Madison Packer,Direct,143,66,136,37,Rebecca Morse,142,46,Snapshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,3395,3,4,5,3,4,Metropolitan Riveters,Shot,Mallory Rushton,Direct,163,8,141,68,Leila Kilduff,149,57,Snapshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,3435,1,5,5,3,4,Metropolitan Riveters,Shot,Theresa Knutson,Direct,157,50,169,32,Kendall Cornine,174,34,Snapshot,Blocked,TRUE,FALSE
2021-01-24,Connecticut Whale,Metropolitan Riveters,3,3496,6,5,5,3,4,Connecticut Whale,Shot,Maggie LaGue,Direct,105,81,102,10,Alyssa Wohlfeiler,159,67,Snapshot,On Net,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,32,2,5,5,0,0,Minnesota Whitecaps,Shot,Haley Mack,Direct,169,12,127,6,Sydney Baldwin,128,13,Wristshot,Blocked,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,67,4,5,5,0,0,Toronto Six,Shot,Shiann Darkangelo,Direct,53,9,100,19,Emma Woods,161,16,Wristshot,On Net,FALSE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,134,1,5,5,0,0,Minnesota Whitecaps,Shot,Audra Richards,Direct,193,53,132,31,Winny Brodt-Brown,141,32,Wristshot,Missed,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,245,6,5,5,0,0,Minnesota Whitecaps,Shot,Nina Rodgers,Direct,81,4,63,50,Maddie Rowe,130,67,Slapshot,Blocked,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,329,5,5,5,0,0,Minnesota Whitecaps,Shot,Allie Thunstrom,Indirect,137,81,163,4,Jonna Curtis,155,24,Wristshot,On Net,FALSE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,334,1,5,5,0,0,Minnesota Whitecaps,Shot,Haley Mack,Direct,153,18,148,12,Winny Brodt-Brown,153,8,Wristshot,Blocked,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,426,4,5,4,0,0,Toronto Six,Shot,Sarah Steele,Direct,131,69,171,78,Brooke Boquist,163,65,Wristshot,Blocked,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,453,13,5,4,0,0,Toronto Six,Shot,Sarah Steele,Indirect,2,45,2,45,Mikyla Grant-Mentis,152,78,Wristshot,Blocked,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,472,2,5,4,0,0,Toronto Six,Shot,Taytum Clairmont,Direct,137,35,174,12,Mikyla Grant-Mentis,180,12,Wristshot,On Net,FALSE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,482,1,5,4,0,0,Toronto Six,Goal,Shiann Darkangelo,Direct,183,46,179,31,Lindsay Eastwood,179,31,Snapshot,On Net,FALSE,TRUE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,605,1,4,4,1,0,Toronto Six,Goal,Amy Curlew,Direct,157,64,156,50,Mikyla Grant-Mentis,163,45,Wristshot,On Net,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,708,1,5,4,2,0,Toronto Six,Shot,Mikyla Grant-Mentis,Direct,130,3,128,43,Taylor Woods,136,40,Wristshot,Missed,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,714,2,5,4,2,0,Toronto Six,Shot,Taytum Clairmont,Direct,176,71,191,60,Sarah-Eve Coutu Godbout,177,67,Wristshot,On Net,FALSE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,721,2,5,4,2,0,Toronto Six,Shot,Mikyla Grant-Mentis,Direct,151,11,138,59,Taylor Woods,154,60,Wristshot,Blocked,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,838,1,5,4,2,0,Toronto Six,Shot,Sarah Steele,Direct,156,10,134,49,Emma Woods,138,41,Wristshot,On Net,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,851,1,5,4,2,0,Toronto Six,Shot,Brooke Boquist,Direct,177,79,131,62,Emma Woods,131,62,Slapshot,On Net,TRUE,TRUE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,853,0,5,4,2,0,Toronto Six,Shot,Breanne Wilson-Bennett,Direct,171,52,177,54,Brooke Boquist,177,54,Wristshot,Blocked,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,855,1,5,4,2,0,Toronto Six,Goal,Shiann Darkangelo,Direct,174,46,170,45,Breanne Wilson-Bennett,170,45,Snapshot,On Net,TRUE,TRUE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,866,9,5,5,3,0,Toronto Six,Shot,Julie Allen,Direct,96,44,79,25,Emma Greco,188,53,Wristshot,On Net,FALSE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,893,1,4,5,3,0,Minnesota Whitecaps,Shot,Stephanie Anderson,Direct,192,64,181,35,Nina Rodgers,181,35,Snapshot,Missed,FALSE,TRUE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,898,2,4,5,3,0,Minnesota Whitecaps,Shot,Nina Rodgers,Direct,194,22,129,9,Sydney Baldwin,132,23,Wristshot,Missed,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,912,3,4,5,3,0,Minnesota Whitecaps,Shot,Haley Mack,Direct,163,81,131,76,Sydney Baldwin,136,60,Slapshot,Missed,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,925,1,4,5,3,0,Minnesota Whitecaps,Shot,Meghan Lorence,Direct,151,79,130,48,Sydney Baldwin,134,47,Slapshot,Missed,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,951,1,4,5,3,0,Minnesota Whitecaps,Shot,Meghan Lorence,Direct,149,26,132,30,Sydney Baldwin,133,37,Wristshot,Blocked,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,1032,1,4,5,3,0,Minnesota Whitecaps,Shot,Haley Mack,Direct,167,65,159,49,Stephanie Anderson,166,42,Wristshot,Missed,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,1041,2,4,5,3,0,Minnesota Whitecaps,Shot,Nina Rodgers,Direct,162,5,131,16,Sydney Baldwin,138,19,Wristshot,Blocked,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,1055,2,4,5,3,0,Minnesota Whitecaps,Goal,Nina Rodgers,Direct,157,5,129,15,Sydney Baldwin,133,16,Wristshot,On Net,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,1066,2,5,5,3,1,Minnesota Whitecaps,Shot,Jonna Curtis,Indirect,145,4,133,5,Emma Stauber,138,6,Wristshot,Missed,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,1113,4,5,4,3,1,Minnesota Whitecaps,Shot,Sydney Baldwin,Direct,102,38,116,84,Meghan Lorence,132,81,Wristshot,Blocked,FALSE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,1,1167,1,5,4,3,1,Toronto Six,Shot,Shiann Darkangelo,Direct,197,45,173,71,Brooke Boquist,173,65,Wristshot,On Net,TRUE,FALSE
2021-01-24,Toronto Six,Minnesota Whitecaps,2,1209,2,5,5,3,1,Minnesota Whitecaps,Shot,Stephanie Anderson,Direct,191,63,171,54,Meghan Lorence,177,49,Fan,On Net,FALSE,FALSE
